schema_version,decision_id,timestamp,exit_timestamp,symbol,split,action,aggression_mode,base_aggression_mode,direction,entry_price,stop_loss,take_profit,score,baltasar_signal,baltasar_confidence,gaspar_signal,gaspar_p_deteriorating,gaspar_high_deterioration,gaspar_downgraded,melchor_signal,melchor_risk_flags,context_quality_rr2,reason_code,risk_notes,realized_R,hypothetical_adjusted_R,gross_r,spread_r,commission_r,slippage_r,is_2026q2,source_strategy,policy,score_formula,min_operational_score
ceo_magi_v3.entry_decision.v1,EURUSD-2020-01-15T12:00:00Z-000000,2020-01-15T12:00:00Z,2020-01-15T13:10:00Z,EURUSD,train,ENTER,normal,normal,BUY,1.11283,1.11183,1.11483,0.362337,ENTER_BUY,0.429209,ALLOW,0.222495,False,False,APPROVE,LOW,FAVORABLE,score_normal,Score accepted in normal band.,1.806042,1.806042,2.0,0.02,0.07,0.103958,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-01-17T09:05:00Z-000001,2020-01-17T09:05:00Z,2020-01-17T12:30:00Z,EURUSD,train,DO_NOTHING,none,none,,,,,0.17487,ENTER_SELL,0.47922,ALLOW,0.018115,False,False,APPROVE,LOW,FAVORABLE,score_below_0_20,Score below validated operational threshold.,,1.669576,2.0,0.02,0.07,0.240424,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-01-17T12:30:00Z-000002,2020-01-17T12:30:00Z,2020-01-17T15:50:00Z,EURUSD,train,ENTER,premium,premium,SELL,1.11204,1.11304,1.11004,0.456578,ENTER_SELL,0.374277,ALLOW,0.023599,False,False,APPROVE,LOW,FAVORABLE,score_premium,Score accepted in premium band.,1.605534,1.605534,2.0,0.03,0.07,0.294466,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-01-21T14:00:00Z-000003,2020-01-21T14:00:00Z,2020-01-21T15:20:00Z,EURUSD,train,ENTER,cautious,cautious,SELL,1.11054,1.11154,1.10854,0.232711,ENTER_SELL,0.35756,ALLOW,0.006466,False,False,APPROVE,LOW,UNFAVORABLE,score_cautious,Score accepted in cautious band.,-1.282931,-1.282931,-1.0,0.03,0.07,0.182931,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-01-22T12:00:00Z-000004,2020-01-22T12:00:00Z,2020-01-22T16:00:00Z,EURUSD,train,ENTER,normal,normal,SELL,1.10907,1.11007,1.10707,0.382962,ENTER_SELL,0.424777,ALLOW,0.09842,False,False,APPROVE,LOW,NEUTRAL,score_normal,Score accepted in normal band.,-0.125916,-0.125916,0.1,0.01,0.07,0.145916,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-01-22T17:30:00Z-000005,2020-01-22T17:30:00Z,2020-01-22T18:10:00Z,EURUSD,train,DO_NOTHING,none,none,,,,,0.173917,ENTER_SELL,0.358342,ALLOW,0.090433,False,False,APPROVE,LOW,UNFAVORABLE,score_below_0_20,Score below validated operational threshold.,,-1.30753,-1.0,0.02,0.07,0.21753,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-01-23T17:00:00Z-000006,2020-01-23T17:00:00Z,2020-01-23T17:30:00Z,EURUSD,train,ENTER,premium,premium,SELL,1.10692,1.10792,1.10492,0.42064,ENTER_SELL,0.37515,ALLOW,0.058547,False,False,APPROVE,LOW,FAVORABLE,score_premium,Score accepted in premium band.,1.653292,1.653292,2.0,0.01,0.07,0.266708,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-01-23T17:30:00Z-000007,2020-01-23T17:30:00Z,2020-01-23T21:30:00Z,EURUSD,train,ENTER,normal,normal,SELL,1.1053,1.1063,1.1033,0.358787,ENTER_SELL,0.387601,ALLOW,0.024286,False,False,APPROVE,LOW,NEUTRAL,score_normal,Score accepted in normal band.,-0.286768,-0.286768,-0.02,0.02,0.07,0.176768,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-01-24T21:15:00Z-000008,2020-01-24T21:15:00Z,2020-01-25T01:15:00Z,EURUSD,train,ENTER,cautious,cautious,SELL,1.10293,1.10393,1.10093,0.279939,ENTER_SELL,0.486254,ALLOW,0.354895,False,False,APPROVE,LOW,FAVORABLE,score_cautious,Score accepted in cautious band.,0.592604,0.592604,0.93,0.03,0.07,0.237396,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-01-28T12:00:00Z-000009,2020-01-28T12:00:00Z,2020-01-28T16:00:00Z,EURUSD,train,ENTER,premium,premium,SELL,1.10167,1.10267,1.09967,0.467561,ENTER_SELL,0.450394,ALLOW,0.014876,False,False,APPROVE,LOW,FAVORABLE,score_premium,Score accepted in premium band.,0.906646,0.906646,1.12,0.03,0.07,0.113354,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-01-29T08:00:00Z-000010,2020-01-29T08:00:00Z,2020-01-29T11:10:00Z,EURUSD,train,ENTER,premium,premium,SELL,1.10148,1.10248,1.09948,0.414429,ENTER_SELL,0.487846,ALLOW,0.071253,False,False,APPROVE,LOW,FAVORABLE,score_premium,Score accepted in premium band.,1.640368,1.640368,2.0,0.02,0.07,0.269632,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-01-30T12:00:00Z-000011,2020-01-30T12:00:00Z,2020-01-30T15:15:00Z,EURUSD,train,DO_NOTHING,none,none,,,,,0.006593,ENTER_SELL,0.356334,ALLOW,0.146352,False,False,APPROVE,LOW,UNFAVORABLE,score_below_0_20,Score below validated operational threshold.,,-1.355762,-1.0,0.02,0.07,0.265762,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-01-31T10:05:00Z-000012,2020-01-31T10:05:00Z,2020-01-31T14:05:00Z,EURUSD,train,ENTER,normal,normal,BUY,1.10252,1.10152,1.10452,0.30516,ENTER_BUY,0.377471,ALLOW,0.067773,False,False,APPROVE,LOW,FAVORABLE,score_normal,Score accepted in normal band.,0.779647,0.779647,1.11,0.03,0.07,0.230353,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-01-31T14:05:00Z-000013,2020-01-31T14:05:00Z,2020-01-31T16:35:00Z,EURUSD,train,ENTER,premium,premium,BUY,1.10366,1.10266,1.10566,0.456003,ENTER_BUY,0.35356,ALLOW,0.066076,False,False,APPROVE,LOW,FAVORABLE,score_premium,Score accepted in premium band.,1.743483,1.743483,2.0,0.03,0.07,0.156517,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-01-31T17:00:00Z-000014,2020-01-31T17:00:00Z,2020-01-31T18:00:00Z,EURUSD,train,ENTER,premium,premium,BUY,1.10626,1.10526,1.10826,0.549742,ENTER_BUY,0.38209,ALLOW,0.064464,False,False,APPROVE,LOW,FAVORABLE,score_premium,Score accepted in premium band.,1.647976,1.647976,2.0,0.03,0.07,0.252024,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-01-31T21:00:00Z-000015,2020-01-31T21:00:00Z,2020-01-31T22:00:00Z,EURUSD,train,ENTER,cautious,cautious,SELL,1.10801,1.10901,1.10601,0.204701,ENTER_SELL,0.368554,ALLOW,0.058471,False,False,APPROVE,LOW,UNFAVORABLE,score_cautious,Score accepted in cautious band.,-1.344862,-1.344862,-1.0,0.01,0.07,0.264862,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-02-04T12:55:00Z-000016,2020-02-04T12:55:00Z,2020-02-04T16:55:00Z,EURUSD,train,ENTER,premium,premium,SELL,1.10527,1.10627,1.10327,0.541575,ENTER_SELL,0.470904,ALLOW,0.145772,False,False,APPROVE,LOW,FAVORABLE,score_premium,Score accepted in premium band.,0.588917,0.588917,0.89,0.02,0.07,0.211083,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-02-05T10:15:00Z-000017,2020-02-05T10:15:00Z,2020-02-05T11:50:00Z,EURUSD,train,ENTER,premium,premium,SELL,1.1044,1.1054,1.1024,0.562812,ENTER_SELL,0.461687,ALLOW,0.105166,False,False,APPROVE,LOW,FAVORABLE,score_premium,Score accepted in premium band.,1.642076,1.642076,2.0,0.03,0.07,0.257924,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-02-05T12:00:00Z-000018,2020-02-05T12:00:00Z,2020-02-05T16:00:00Z,EURUSD,train,ENTER,premium,premium,SELL,1.10258,1.10358,1.10058,0.484918,ENTER_SELL,0.337994,ALLOW,0.044102,False,False,APPROVE,LOW,FAVORABLE,score_premium,Score accepted in premium band.,0.952616,0.952616,1.33,0.03,0.07,0.277384,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-02-06T11:00:00Z-000019,2020-02-06T11:00:00Z,2020-02-06T11:25:00Z,EURUSD,train,ENTER,cautious,cautious,SELL,1.09954,1.10054,1.09754,0.276946,ENTER_SELL,0.367393,ALLOW,0.104597,False,False,APPROVE,LOW,UNFAVORABLE,score_cautious,Score accepted in cautious band.,-1.377061,-1.377061,-1.0,0.03,0.07,0.277061,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-02-06T12:00:00Z-000020,2020-02-06T12:00:00Z,2020-02-06T16:00:00Z,EURUSD,train,ENTER,premium,premium,SELL,1.09989,1.10089,1.09789,0.433919,ENTER_SELL,0.483239,ALLOW,0.08976,False,False,APPROVE,LOW,UNFAVORABLE,score_premium,Score accepted in premium band.,-0.507611,-0.507611,-0.28,0.03,0.07,0.127611,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-02-07T07:00:00Z-000021,2020-02-07T07:00:00Z,2020-02-07T11:00:00Z,EURUSD,train,ENTER,premium,premium,SELL,1.09813,1.09913,1.09613,0.739534,ENTER_SELL,0.533477,ALLOW,0.069524,False,False,APPROVE,LOW,FAVORABLE,score_premium,Score accepted in premium band.,1.704279,1.704279,2.0,0.02,0.07,0.205721,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-02-07T12:10:00Z-000022,2020-02-07T12:10:00Z,2020-02-07T15:05:00Z,EURUSD,train,ENTER,cautious,cautious,SELL,1.09547,1.09647,1.09347,0.281149,ENTER_SELL,0.404171,ALLOW,0.004029,False,False,APPROVE,LOW,UNFAVORABLE,score_cautious,Score accepted in cautious band.,-1.184503,-1.184503,-1.0,0.01,0.07,0.104503,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-02-07T17:00:00Z-000023,2020-02-07T17:00:00Z,2020-02-07T18:25:00Z,EURUSD,train,ENTER,normal,normal,SELL,1.09714,1.09814,1.09514,0.376562,ENTER_SELL,0.357761,ALLOW,0.206933,False,False,APPROVE,LOW,FAVORABLE,score_normal,Score accepted in normal band.,1.724018,1.724018,2.0,0.02,0.07,0.185982,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-02-07T21:00:00Z-000024,2020-02-07T21:00:00Z,2020-02-08T00:00:00Z,EURUSD,train,ENTER,premium,premium,SELL,1.09437,1.09537,1.09237,0.556996,ENTER_SELL,0.400363,ALLOW,0.023156,False,False,APPROVE,LOW,FAVORABLE,score_premium,Score accepted in premium band.,1.683756,1.683756,2.0,0.03,0.07,0.216244,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-02-11T10:00:00Z-000025,2020-02-11T10:00:00Z,2020-02-11T14:00:00Z,EURUSD,train,ENTER,premium,premium,SELL,1.09141,1.09241,1.08941,0.55211,ENTER_SELL,0.404241,ALLOW,0.034841,False,False,APPROVE,LOW,FAVORABLE,score_premium,Score accepted in premium band.,-0.208529,-0.208529,0.11,0.03,0.07,0.218529,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-02-11T14:00:00Z-000026,2020-02-11T14:00:00Z,2020-02-11T15:40:00Z,EURUSD,train,ENTER,premium,premium,SELL,1.09127,1.09227,1.08927,0.597824,ENTER_SELL,0.435083,ALLOW,0.015013,False,False,APPROVE,LOW,FAVORABLE,score_premium,Score accepted in premium band.,1.754014,1.754014,2.0,0.03,0.07,0.145986,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-02-11T17:00:00Z-000027,2020-02-11T17:00:00Z,2020-02-11T21:00:00Z,EURUSD,train,ENTER,normal,normal,SELL,1.09201,1.09301,1.09001,0.348045,ENTER_SELL,0.362156,ALLOW,0.018815,False,False,APPROVE,LOW,NEUTRAL,score_normal,Score accepted in normal band.,-0.130233,-0.130233,0.09,0.02,0.07,0.130233,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-02-12T09:30:00Z-000028,2020-02-12T09:30:00Z,2020-02-12T10:10:00Z,EURUSD,train,ENTER,premium,premium,SELL,1.09054,1.09154,1.08854,0.412823,ENTER_SELL,0.397464,ALLOW,0.049521,False,False,APPROVE,LOW,UNFAVORABLE,score_premium,Score accepted in premium band.,-1.277061,-1.277061,-1.0,0.03,0.07,0.177061,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-02-12T10:10:00Z-000029,2020-02-12T10:10:00Z,2020-02-12T14:10:00Z,EURUSD,train,ENTER,premium,premium,SELL,1.09161,1.09261,1.08961,0.441283,ENTER_SELL,0.360495,ALLOW,0.106283,False,False,APPROVE,LOW,FAVORABLE,score_premium,Score accepted in premium band.,0.028845,0.028845,0.36,0.03,0.07,0.231155,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-02-12T14:10:00Z-000030,2020-02-12T14:10:00Z,2020-02-12T17:10:00Z,EURUSD,train,ENTER,premium,premium,SELL,1.09122,1.09222,1.08922,0.61162,ENTER_SELL,0.484515,ALLOW,0.034087,False,False,APPROVE,LOW,FAVORABLE,score_premium,Score accepted in premium band.,1.776483,1.776483,2.0,0.02,0.07,0.133517,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-02-12T17:10:00Z-000031,2020-02-12T17:10:00Z,2020-02-12T21:10:00Z,EURUSD,train,ENTER,premium,premium,SELL,1.08933,1.09033,1.08733,0.613283,ENTER_SELL,0.395081,ALLOW,0.066398,False,False,APPROVE,LOW,FAVORABLE,score_premium,Score accepted in premium band.,1.420489,1.420489,1.61,0.01,0.07,0.109511,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-02-13T10:00:00Z-000032,2020-02-13T10:00:00Z,2020-02-13T14:00:00Z,EURUSD,train,ENTER,premium,premium,SELL,1.08792,1.08892,1.08592,0.697353,ENTER_SELL,0.473935,ALLOW,0.083442,False,False,APPROVE,LOW,FAVORABLE,score_premium,Score accepted in premium band.,1.75471,1.75471,2.0,0.02,0.07,0.15529,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-02-13T14:00:00Z-000033,2020-02-13T14:00:00Z,2020-02-13T14:50:00Z,EURUSD,train,ENTER,cautious,cautious,SELL,1.08577,1.08677,1.08377,0.286366,ENTER_SELL,0.412111,ALLOW,0.00766,False,False,APPROVE,LOW,UNFAVORABLE,score_cautious,Score accepted in cautious band.,-1.310159,-1.310159,-1.0,0.03,0.07,0.210159,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-02-13T14:50:00Z-000034,2020-02-13T14:50:00Z,2020-02-13T17:10:00Z,EURUSD,train,ENTER,premium,premium,SELL,1.08668,1.08768,1.08468,0.601765,ENTER_SELL,0.432463,ALLOW,0.024931,False,False,APPROVE,LOW,FAVORABLE,score_premium,Score accepted in premium band.,1.722058,1.722058,2.0,0.02,0.07,0.187942,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-02-13T17:30:00Z-000035,2020-02-13T17:30:00Z,2020-02-13T18:00:00Z,EURUSD,train,ENTER,premium,premium,SELL,1.08377,1.08477,1.08177,0.43709,ENTER_SELL,0.483163,ALLOW,0.018764,False,False,APPROVE,LOW,UNFAVORABLE,score_premium,Score accepted in premium band.,-1.36884,-1.36884,-1.0,0.02,0.07,0.27884,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-02-14T12:00:00Z-000036,2020-02-14T12:00:00Z,2020-02-14T14:10:00Z,EURUSD,train,ENTER,normal,normal,BUY,1.08448,1.08348,1.08648,0.304498,ENTER_BUY,0.447162,ALLOW,0.126219,False,False,APPROVE,LOW,UNFAVORABLE,score_normal,Score accepted in normal band.,-1.320387,-1.320387,-1.0,0.02,0.07,0.230387,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-02-14T14:10:00Z-000037,2020-02-14T14:10:00Z,2020-02-14T15:50:00Z,EURUSD,train,ENTER,premium,premium,BUY,1.08354,1.08254,1.08554,0.603354,ENTER_BUY,0.489529,ALLOW,0.0449,False,False,APPROVE,LOW,FAVORABLE,score_premium,Score accepted in premium band.,1.756743,1.756743,2.0,0.03,0.07,0.143257,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-02-14T17:45:00Z-000038,2020-02-14T17:45:00Z,2020-02-14T18:25:00Z,EURUSD,train,ENTER,premium,premium,SELL,1.0859,1.0869,1.0839,0.460442,ENTER_SELL,0.386591,ALLOW,0.057848,False,False,APPROVE,LOW,FAVORABLE,score_premium,Score accepted in premium band.,1.689674,1.689674,2.0,0.03,0.07,0.210326,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-02-18T11:00:00Z-000039,2020-02-18T11:00:00Z,2020-02-18T12:35:00Z,EURUSD,train,ENTER,cautious,cautious,SELL,1.08264,1.08364,1.08064,0.278361,ENTER_SELL,0.395334,ALLOW,0.014863,False,False,APPROVE,LOW,UNFAVORABLE,score_cautious,Score accepted in cautious band.,-1.26439,-1.26439,-1.0,0.02,0.07,0.17439,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-02-18T12:35:00Z-000040,2020-02-18T12:35:00Z,2020-02-18T15:35:00Z,EURUSD,train,ENTER,cautious,cautious,SELL,1.08273,1.08373,1.08073,0.288716,ENTER_SELL,0.374111,ALLOW,0.112102,False,False,APPROVE,LOW,FAVORABLE,score_cautious,Score accepted in cautious band.,1.756315,1.756315,2.0,0.01,0.07,0.163685,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-02-18T17:00:00Z-000041,2020-02-18T17:00:00Z,2020-02-18T17:40:00Z,EURUSD,train,ENTER,normal,normal,SELL,1.08078,1.08178,1.07878,0.327768,ENTER_SELL,0.433274,ALLOW,0.111341,False,False,APPROVE,LOW,UNFAVORABLE,score_normal,Score accepted in normal band.,-1.348325,-1.348325,-1.0,0.02,0.07,0.258325,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-02-18T17:40:00Z-000042,2020-02-18T17:40:00Z,2020-02-18T21:00:00Z,EURUSD,train,ENTER,premium,premium,SELL,1.08197,1.08297,1.07997,0.512709,ENTER_SELL,0.399891,ALLOW,0.121576,False,False,APPROVE,LOW,FAVORABLE,score_premium,Score accepted in premium band.,1.815846,1.815846,2.0,0.01,0.07,0.104154,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-02-19T11:05:00Z-000043,2020-02-19T11:05:00Z,2020-02-19T13:45:00Z,EURUSD,train,ENTER,premium,premium,SELL,1.08055,1.08155,1.07855,0.592284,ENTER_SELL,0.4429,ALLOW,0.083488,False,False,APPROVE,LOW,FAVORABLE,score_premium,Score accepted in premium band.,1.603715,1.603715,2.0,0.03,0.07,0.296285,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-02-20T09:00:00Z-000044,2020-02-20T09:00:00Z,2020-02-20T09:25:00Z,EURUSD,train,ENTER,normal,normal,BUY,1.07882,1.07782,1.08082,0.318457,ENTER_BUY,0.356858,ALLOW,0.045869,False,False,APPROVE,LOW,UNFAVORABLE,score_normal,Score accepted in normal band.,-1.314471,-1.314471,-1.0,0.03,0.07,0.214471,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-02-20T09:25:00Z-000045,2020-02-20T09:25:00Z,2020-02-20T11:25:00Z,EURUSD,train,ENTER,premium,premium,BUY,1.07836,1.07736,1.08036,0.489609,ENTER_BUY,0.387407,ALLOW,0.157065,False,False,APPROVE,LOW,FAVORABLE,score_premium,Score accepted in premium band.,1.722259,1.722259,2.0,0.01,0.07,0.197741,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-02-20T11:30:00Z-000046,2020-02-20T11:30:00Z,2020-02-20T15:30:00Z,EURUSD,train,ENTER,premium,premium,SELL,1.08044,1.08144,1.07844,0.419286,ENTER_SELL,0.341777,ALLOW,0.173987,False,False,APPROVE,LOW,FAVORABLE,score_premium,Score accepted in premium band.,0.635863,0.635863,0.83,0.02,0.07,0.104137,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-02-20T17:00:00Z-000047,2020-02-20T17:00:00Z,2020-02-20T18:25:00Z,EURUSD,train,ENTER,premium,premium,SELL,1.08168,1.08268,1.07968,0.565673,ENTER_SELL,0.399828,ALLOW,0.074873,False,False,APPROVE,LOW,FAVORABLE,score_premium,Score accepted in premium band.,1.668684,1.668684,2.0,0.02,0.07,0.241316,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-02-21T07:05:00Z-000048,2020-02-21T07:05:00Z,2020-02-21T10:35:00Z,EURUSD,train,ENTER,premium,premium,BUY,1.07935,1.07835,1.08135,0.6512,ENTER_BUY,0.492509,ALLOW,0.089745,False,False,APPROVE,LOW,FAVORABLE,score_premium,Score accepted in premium band.,1.751569,1.751569,2.0,0.02,0.07,0.158431,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-02-21T10:35:00Z-000049,2020-02-21T10:35:00Z,2020-02-21T12:05:00Z,EURUSD,train,DO_NOTHING,none,none,,,,,0.175957,ENTER_BUY,0.358244,ALLOW,0.08305,False,False,APPROVE,LOW,UNFAVORABLE,score_below_0_20,Score below validated operational threshold.,,-1.371554,-1.0,0.02,0.07,0.281554,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-02-21T12:05:00Z-000050,2020-02-21T12:05:00Z,2020-02-21T13:10:00Z,EURUSD,train,DO_NOTHING,none,none,,,,,0.170934,ENTER_BUY,0.385941,ALLOW,0.032336,False,False,APPROVE,LOW,UNFAVORABLE,score_below_0_20,Score below validated operational threshold.,,-1.287598,-1.0,0.03,0.07,0.187598,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-02-21T14:00:00Z-000051,2020-02-21T14:00:00Z,2020-02-21T16:50:00Z,EURUSD,train,ENTER,cautious,cautious,BUY,1.08062,1.07962,1.08262,0.283192,ENTER_BUY,0.35306,ALLOW,0.022249,False,False,APPROVE,LOW,FAVORABLE,score_cautious,Score accepted in cautious band.,1.801682,1.801682,2.0,0.02,0.07,0.108318,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-02-21T17:00:00Z-000052,2020-02-21T17:00:00Z,2020-02-21T17:20:00Z,EURUSD,train,ENTER,normal,normal,BUY,1.08371,1.08271,1.08571,0.301083,ENTER_BUY,0.394064,ALLOW,0.053066,False,False,APPROVE,LOW,FAVORABLE,score_normal,Score accepted in normal band.,1.679771,1.679771,2.0,0.02,0.07,0.230229,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-02-21T17:20:00Z-000053,2020-02-21T17:20:00Z,2020-02-21T21:20:00Z,EURUSD,train,DO_NOTHING,none,none,,,,,0.093602,ENTER_BUY,0.410396,ALLOW,0.039748,False,False,APPROVE,LOW,UNFAVORABLE,score_below_0_20,Score below validated operational threshold.,,-0.60648,-0.25,0.03,0.07,0.25648,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-02-25T09:35:00Z-000054,2020-02-25T09:35:00Z,2020-02-25T12:30:00Z,EURUSD,train,DO_NOTHING,none,none,,,,,0.063754,ENTER_BUY,0.370262,ALLOW,0.050173,False,False,APPROVE,LOW,UNFAVORABLE,score_below_0_20,Score below validated operational threshold.,,-1.332999,-1.0,0.03,0.07,0.232999,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
ceo_magi_v3.entry_decision.v1,EURUSD-2020-02-25T12:30:00Z-000055,2020-02-25T12:30:00Z,2020-02-25T16:30:00Z,EURUSD,train,ENTER,normal,normal,BUY,1.08381,1.08281,1.08581,0.386264,ENTER_BUY,0.346241,ALLOW,0.081652,False,False,APPROVE,LOW,FAVORABLE,score_normal,Score accepted in normal band.,0.103153,0.103153,0.4,0.03,0.07,0.196847,False,A_base_scenario_c,CEO-MAGI v3,unchanged_online_priority_score,0.2
