month,entry_datetime,symbol,direction,entry_price,result,net_pips,duration,duration_minutes,score,aggression_mode,reason_codes,decision_id,split,realized_R,gross_r,gross_pips
2020-03,2020-03-19 11:35:00+0000,EURUSD,SELL,1.08661,WIN,17.24764,5m,5.0,0.49196,premium,[score_premium],EURUSD-2020-03-19T11:35:00Z-000325,train,1.724764,2.0,20.0
2020-03,2020-03-19 11:40:00+0000,EURUSD,SELL,1.08435,WIN,16.96335,20m,20.0,0.546263,premium,[score_premium],EURUSD-2020-03-19T11:40:00Z-000326,train,1.696335,2.0,20.0
2020-03,2020-03-19 12:00:00+0000,EURUSD,SELL,1.08237,WIN,17.61098,25m,25.0,0.533975,premium,[score_premium],EURUSD-2020-03-19T12:00:00Z-000327,train,1.761098,2.0,20.0
2020-03,2020-03-19 12:25:00+0000,EURUSD,SELL,1.08054,WIN,17.84892,35m,35.0,0.417075,premium,[score_premium],EURUSD-2020-03-19T12:25:00Z-000328,train,1.784892,2.0,20.0
2020-03,2020-03-19 18:45:00+0000,EURUSD,BUY,1.06884,LOSS,-13.321480000000001,10m,10.0,0.271581,cautious,[score_cautious],EURUSD-2020-03-19T18:45:00Z-000329,train,-1.332148,-1.0,-10.0
2020-03,2020-03-19 18:55:00+0000,EURUSD,BUY,1.0678,LOSS,-12.34431,5m,5.0,0.234614,cautious,[score_cautious],EURUSD-2020-03-19T18:55:00Z-000330,train,-1.234431,-1.0,-10.0
2020-03,2020-03-19 19:00:00+0000,EURUSD,BUY,1.06628,WIN,17.93904,15m,15.0,0.502869,premium,[score_premium],EURUSD-2020-03-19T19:00:00Z-000331,train,1.793904,2.0,20.0
2020-03,2020-03-19 19:15:00+0000,EURUSD,BUY,1.06821,WIN,16.79756,20m,20.0,0.54204,premium,[score_premium],EURUSD-2020-03-19T19:15:00Z-000332,train,1.679756,2.0,20.0
2020-03,2020-03-19 19:35:00+0000,EURUSD,BUY,1.07013,LOSS,-12.494829999999999,5m,5.0,0.315588,normal,[score_normal],EURUSD-2020-03-19T19:35:00Z-000333,train,-1.249483,-1.0,-10.0
2020-03,2020-03-19 19:40:00+0000,EURUSD,BUY,1.06977,LOSS,-11.85923,10m,10.0,0.306078,normal,[score_normal],EURUSD-2020-03-19T19:40:00Z-000334,train,-1.185923,-1.0,-10.0
2020-03,2020-03-19 21:00:00+0000,EURUSD,BUY,1.06673,WIN,17.16922,15m,15.0,0.509662,premium,[score_premium],EURUSD-2020-03-19T21:00:00Z-000335,train,1.716922,2.0,20.0
2020-03,2020-03-19 21:15:00+0000,EURUSD,BUY,1.06881,LOSS,-12.92457,5m,5.0,0.221409,cautious,[score_cautious],EURUSD-2020-03-19T21:15:00Z-000336,train,-1.292457,-1.0,-10.0
2020-03,2020-03-20 08:20:00+0000,EURUSD,BUY,1.07525,WIN,15.91537,25m,25.0,0.301978,normal,[score_normal],EURUSD-2020-03-20T08:20:00Z-000349,train,1.591537,2.0,20.0
2020-03,2020-03-20 08:45:00+0000,EURUSD,SELL,1.07743,WIN,16.33557,20m,20.0,0.336877,normal,[score_normal],EURUSD-2020-03-20T08:45:00Z-000350,train,1.633557,2.0,20.0
2020-03,2020-03-20 09:05:00+0000,EURUSD,SELL,1.07506,LOSS,-12.62051,25m,25.0,0.284171,cautious,[score_cautious],EURUSD-2020-03-20T09:05:00Z-000351,train,-1.262051,-1.0,-10.0
2020-03,2020-03-20 11:30:00+0000,EURUSD,SELL,1.07617,WIN,17.476879999999998,15m,15.0,0.349275,normal,[score_normal],EURUSD-2020-03-20T11:30:00Z-000355,train,1.747688,2.0,20.0
2020-03,2020-03-20 11:45:00+0000,EURUSD,SELL,1.07319,WIN,16.53134,25m,25.0,0.482933,premium,[score_premium],EURUSD-2020-03-20T11:45:00Z-000356,train,1.653134,2.0,20.0
2020-03,2020-03-20 12:10:00+0000,EURUSD,SELL,1.07214,LOSS,-13.585460000000001,10m,10.0,0.307715,normal,[score_normal],EURUSD-2020-03-20T12:10:00Z-000357,train,-1.358546,-1.0,-10.0
2020-03,2020-03-20 12:35:00+0000,EURUSD,SELL,1.07481,WIN,16.46207,10m,10.0,0.374681,normal,[score_normal],EURUSD-2020-03-20T12:35:00Z-000360,train,1.646207,2.0,20.0
2020-03,2020-03-20 12:45:00+0000,EURUSD,SELL,1.07288,LOSS,-12.61615,15m,15.0,0.224362,cautious,[score_cautious],EURUSD-2020-03-20T12:45:00Z-000361,train,-1.261615,-1.0,-10.0
2020-03,2020-03-20 14:00:00+0000,EURUSD,SELL,1.07106,LOSS,-13.819680000000002,10m,10.0,0.308919,normal,[score_normal],EURUSD-2020-03-20T14:00:00Z-000362,train,-1.381968,-1.0,-10.0
2020-03,2020-03-20 14:50:00+0000,EURUSD,SELL,1.07433,WIN,16.52244,10m,10.0,0.389065,normal,[score_normal],EURUSD-2020-03-20T14:50:00Z-000364,train,1.652244,2.0,20.0
2020-03,2020-03-20 17:00:00+0000,EURUSD,SELL,1.07199,LOSS,-12.51295,5m,5.0,0.314065,normal,[score_normal],EURUSD-2020-03-20T17:00:00Z-000365,train,-1.251295,-1.0,-10.0
2020-03,2020-03-20 17:05:00+0000,EURUSD,SELL,1.07427,WIN,17.89154,25m,25.0,0.321907,normal,[score_normal],EURUSD-2020-03-20T17:05:00Z-000366,train,1.789154,2.0,20.0
2020-03,2020-03-20 17:30:00+0000,EURUSD,SELL,1.0725,LOSS,-12.38359,5m,5.0,0.310971,normal,[score_normal],EURUSD-2020-03-20T17:30:00Z-000367,train,-1.238359,-1.0,-10.0
2020-03,2020-03-20 17:35:00+0000,EURUSD,SELL,1.07364,WIN,16.881619999999998,20m,20.0,0.430446,premium,[score_premium],EURUSD-2020-03-20T17:35:00Z-000368,train,1.688162,2.0,20.0
2020-03,2020-03-20 17:55:00+0000,EURUSD,BUY,1.06944,LOSS,-13.88732,5m,5.0,0.519777,premium,[score_premium],EURUSD-2020-03-20T17:55:00Z-000369,train,-1.388732,-1.0,-10.0
2020-03,2020-03-20 18:00:00+0000,EURUSD,BUY,1.06814,WIN,16.64101,5m,5.0,0.665541,premium,[score_premium],EURUSD-2020-03-20T18:00:00Z-000370,train,1.664101,2.0,20.0
2020-03,2020-03-20 18:05:00+0000,EURUSD,BUY,1.07033,LOSS,-13.535,5m,5.0,0.50251,premium,[score_premium],EURUSD-2020-03-20T18:05:00Z-000371,train,-1.3535,-1.0,-10.0
2020-03,2020-03-20 18:10:00+0000,EURUSD,BUY,1.06919,LOSS,-13.049479999999999,25m,25.0,0.42849,premium,[score_premium],EURUSD-2020-03-20T18:10:00Z-000372,train,-1.304948,-1.0,-10.0
2020-03,2020-03-20 18:35:00+0000,EURUSD,BUY,1.06811,LOSS,-13.71924,10m,10.0,0.441631,premium,[score_premium],EURUSD-2020-03-20T18:35:00Z-000373,train,-1.371924,-1.0,-10.0
2020-03,2020-03-20 18:45:00+0000,EURUSD,BUY,1.06717,LOSS,-12.31766,5m,5.0,0.365547,normal,[score_normal],EURUSD-2020-03-20T18:45:00Z-000374,train,-1.231766,-1.0,-10.0
2020-03,2020-03-20 18:50:00+0000,EURUSD,BUY,1.06706,LOSS,-13.51597,5m,5.0,0.357161,normal,[score_normal],EURUSD-2020-03-20T18:50:00Z-000375,train,-1.351597,-1.0,-10.0
2020-03,2020-03-20 18:55:00+0000,EURUSD,BUY,1.06607,WIN,16.46818,20m,20.0,0.564248,premium,[score_premium],EURUSD-2020-03-20T18:55:00Z-000376,train,1.646818,2.0,20.0
2020-03,2020-03-20 19:15:00+0000,EURUSD,BUY,1.06802,LOSS,-12.74393,40m,40.0,0.320038,normal,[score_normal],EURUSD-2020-03-20T19:15:00Z-000377,train,-1.274393,-1.0,-10.0
2020-03,2020-03-20 21:20:00+0000,EURUSD,BUY,1.06512,LOSS,-12.750509999999998,10m,10.0,0.312681,normal,[score_normal],EURUSD-2020-03-20T21:20:00Z-000378,train,-1.275051,-1.0,-10.0
2020-03,2020-03-20 21:30:00+0000,EURUSD,BUY,1.06403,WIN,17.55455,20m,20.0,0.55867,premium,[score_premium],EURUSD-2020-03-20T21:30:00Z-000379,train,1.755455,2.0,20.0
2020-03,2020-03-20 21:50:00+0000,EURUSD,BUY,1.06646,WIN,17.66967,25m,25.0,0.643511,premium,[score_premium],EURUSD-2020-03-20T21:50:00Z-000380,train,1.766967,2.0,20.0
2020-03,2020-03-25 19:05:00+0000,EURUSD,BUY,1.08424,WIN,17.79251,20m,20.0,0.221143,cautious,[score_cautious],EURUSD-2020-03-25T19:05:00Z-000400,train,1.779251,2.0,20.0
2020-03,2020-03-26 14:45:00+0000,EURUSD,BUY,1.0949,WIN,18.0729,15m,15.0,0.248899,cautious,[score_cautious],EURUSD-2020-03-26T14:45:00Z-000409,train,1.80729,2.0,20.0
2020-03,2020-03-26 17:00:00+0000,EURUSD,BUY,1.09914,WIN,18.01068,30m,30.0,0.36963,normal,[score_normal],EURUSD-2020-03-26T17:00:00Z-000410,train,1.801068,2.0,20.0
2020-03,2020-03-26 17:40:00+0000,EURUSD,BUY,1.09971,WIN,16.484,20m,20.0,0.309109,normal,[score_normal],EURUSD-2020-03-26T17:40:00Z-000412,train,1.6484,2.0,20.0
2020-03,2020-03-26 18:00:00+0000,EURUSD,BUY,1.10245,LOSS,-13.708860000000001,5m,5.0,0.21258,cautious,[score_cautious],EURUSD-2020-03-26T18:00:00Z-000413,train,-1.370886,-1.0,-10.0
2020-03,2020-03-26 18:05:00+0000,EURUSD,BUY,1.10126,WIN,16.95974,50m,50.0,0.324157,normal,[score_normal],EURUSD-2020-03-26T18:05:00Z-000414,train,1.695974,2.0,20.0
2020-03,2020-03-26 18:55:00+0000,EURUSD,BUY,1.10349,LOSS,-13.01862,20m,20.0,0.271093,cautious,[score_cautious],EURUSD-2020-03-26T18:55:00Z-000415,train,-1.301862,-1.0,-10.0
2020-03,2020-03-26 19:15:00+0000,EURUSD,BUY,1.10255,WIN,16.40074,1h 50m,110.0,0.387549,normal,[score_normal],EURUSD-2020-03-26T19:15:00Z-000416,train,1.640074,2.0,20.0
2020-03,2020-03-26 21:15:00+0000,EURUSD,BUY,1.10288,WIN,17.99258,45m,45.0,0.229524,cautious,[score_cautious],EURUSD-2020-03-26T21:15:00Z-000418,train,1.799258,2.0,20.0
2020-03,2020-03-27 08:35:00+0000,EURUSD,SELL,1.10458,WIN,17.82105,55m,55.0,0.401164,premium,[score_premium],EURUSD-2020-03-27T08:35:00Z-000424,train,1.782105,2.0,20.0
2020-03,2020-03-27 10:10:00+0000,EURUSD,SELL,1.10397,WIN,17.712989999999998,20m,20.0,0.225952,cautious,[score_cautious],EURUSD-2020-03-27T10:10:00Z-000426,train,1.771299,2.0,20.0
2020-03,2020-03-27 10:30:00+0000,EURUSD,SELL,1.10205,WIN,16.30809,1h 00m,60.0,0.286841,cautious,[score_cautious],EURUSD-2020-03-27T10:30:00Z-000427,train,1.630809,2.0,20.0
2020-03,2020-03-27 11:55:00+0000,EURUSD,SELL,1.10157,WIN,17.06285,25m,25.0,0.320413,normal,[score_normal],EURUSD-2020-03-27T11:55:00Z-000430,train,1.706285,2.0,20.0
2020-03,2020-03-27 14:40:00+0000,EURUSD,SELL,1.09842,WIN,16.54212,45m,45.0,0.225108,cautious,[score_cautious],EURUSD-2020-03-27T14:40:00Z-000434,train,1.654212,2.0,20.0
2020-03,2020-03-27 17:00:00+0000,EURUSD,BUY,1.10058,WIN,18.16031,20m,20.0,0.234534,cautious,[score_cautious],EURUSD-2020-03-27T17:00:00Z-000435,train,1.816031,2.0,20.0
2020-03,2020-03-27 17:20:00+0000,EURUSD,BUY,1.10277,WIN,17.05956,30m,30.0,0.346455,normal,[score_normal],EURUSD-2020-03-27T17:20:00Z-000436,train,1.705956,2.0,20.0
2020-03,2020-03-27 18:00:00+0000,EURUSD,BUY,1.10588,WIN,17.10518,20m,20.0,0.217724,cautious,[score_cautious],EURUSD-2020-03-27T18:00:00Z-000438,train,1.710518,2.0,20.0
2020-03,2020-03-27 18:50:00+0000,EURUSD,BUY,1.10679,WIN,16.87314,1h 05m,65.0,0.34721,normal,[score_normal],EURUSD-2020-03-27T18:50:00Z-000442,train,1.687314,2.0,20.0
2020-03,2020-03-27 19:55:00+0000,EURUSD,BUY,1.10943,WIN,17.45066,1h 05m,65.0,0.413624,premium,[score_premium],EURUSD-2020-03-27T19:55:00Z-000443,train,1.745066,2.0,20.0
2020-03,2020-03-27 21:00:00+0000,EURUSD,BUY,1.11182,WIN,17.32402,1h 15m,75.0,0.445283,premium,[score_premium],EURUSD-2020-03-27T21:00:00Z-000444,train,1.732402,2.0,20.0
2020-03,2020-03-31 09:30:00+0000,EURUSD,SELL,1.1007,WIN,16.59716,2h 25m,145.0,0.312826,normal,[score_normal],EURUSD-2020-03-31T09:30:00Z-000454,train,1.659716,2.0,20.0
2022-04,2022-04-01 07:05:00+0000,EURUSD,SELL,1.10669,WIN,17.555590000000002,3h 25m,205.0,0.226491,cautious,[score_cautious],EURUSD-2022-04-01T07:05:00Z-002572,train,1.755559,2.0,20.0
2022-04,2022-04-05 07:10:00+0000,EURUSD,BUY,1.09701,WIN,6.79959,4h 00m,240.0,0.288358,cautious,[score_cautious],EURUSD-2022-04-05T07:10:00Z-002580,train,0.679959,1.0,10.0
2022-04,2022-04-05 11:10:00+0000,EURUSD,SELL,1.09808,WIN,17.33536,2h 30m,150.0,0.418908,premium,[score_premium],EURUSD-2022-04-05T11:10:00Z-002581,train,1.733536,2.0,20.0
2022-04,2022-04-05 14:00:00+0000,EURUSD,SELL,1.09698,WIN,17.18911,3h 20m,200.0,0.285744,cautious,[score_cautious],EURUSD-2022-04-05T14:00:00Z-002582,train,1.718911,2.0,20.0
2022-04,2022-04-05 17:20:00+0000,EURUSD,SELL,1.09465,WIN,16.32006,1h 00m,60.0,0.555211,premium,[score_premium],EURUSD-2022-04-05T17:20:00Z-002583,train,1.632006,2.0,20.0
2022-04,2022-04-05 18:20:00+0000,EURUSD,SELL,1.09269,WIN,17.26524,3h 15m,195.0,0.546477,premium,[score_premium],EURUSD-2022-04-05T18:20:00Z-002584,train,1.726524,2.0,20.0
2022-04,2022-04-06 12:00:00+0000,EURUSD,SELL,1.09231,WIN,17.58133,1h 30m,90.0,0.257202,cautious,[score_cautious],EURUSD-2022-04-06T12:00:00Z-002586,train,1.758133,2.0,20.0
2022-04,2022-04-08 08:00:00+0000,EURUSD,BUY,1.08549,WIN,16.63102,3h 05m,185.0,0.213736,cautious,[score_cautious],EURUSD-2022-04-08T08:00:00Z-002591,train,1.663102,2.0,20.0
2022-04,2022-04-08 14:30:00+0000,EURUSD,SELL,1.08641,WIN,16.92762,1h 50m,110.0,0.238793,cautious,[score_cautious],EURUSD-2022-04-08T14:30:00Z-002594,train,1.692762,2.0,20.0
2022-04,2022-04-08 17:00:00+0000,EURUSD,BUY,1.08399,WIN,16.74243,50m,50.0,0.452213,premium,[score_premium],EURUSD-2022-04-08T17:00:00Z-002595,train,1.674243,2.0,20.0
2022-04,2022-04-12 11:10:00+0000,EURUSD,SELL,1.08671,WIN,1.95928,4h 00m,240.0,0.333727,normal,[score_normal],EURUSD-2022-04-12T11:10:00Z-002597,train,0.195928,0.44,4.4
2022-04,2022-04-13 10:10:00+0000,EURUSD,BUY,1.08162,WIN,16.53272,35m,35.0,0.433946,premium,[score_premium],EURUSD-2022-04-13T10:10:00Z-002601,train,1.653272,2.0,20.0
2022-04,2022-04-13 10:45:00+0000,EURUSD,SELL,1.08349,LOSS,-13.06521,3h 50m,230.0,0.227762,cautious,[score_cautious],EURUSD-2022-04-13T10:45:00Z-002602,train,-1.306521,-1.0,-10.0
2022-04,2022-04-13 14:35:00+0000,EURUSD,SELL,1.08436,WIN,17.92306,50m,50.0,0.241866,cautious,[score_cautious],EURUSD-2022-04-13T14:35:00Z-002603,train,1.792306,2.0,20.0
2022-04,2022-04-14 12:25:00+0000,EURUSD,SELL,1.09119,WIN,16.51717,2h 25m,145.0,0.336439,normal,[score_normal],EURUSD-2022-04-14T12:25:00Z-002607,train,1.651717,2.0,20.0
2022-04,2022-04-14 17:00:00+0000,EURUSD,BUY,1.07703,WIN,17.64039,25m,25.0,0.273055,cautious,[score_cautious],EURUSD-2022-04-14T17:00:00Z-002609,train,1.764039,2.0,20.0
2022-04,2022-04-14 18:00:00+0000,EURUSD,BUY,1.0778,WIN,15.95028,10m,10.0,0.341225,normal,[score_normal],EURUSD-2022-04-14T18:00:00Z-002612,train,1.595028,2.0,20.0
2022-04,2022-04-14 18:45:00+0000,EURUSD,BUY,1.07896,WIN,16.78584,25m,25.0,0.349694,normal,[score_normal],EURUSD-2022-04-14T18:45:00Z-002616,train,1.678584,2.0,20.0
2022-04,2022-04-15 11:55:00+0000,EURUSD,SELL,1.08207,WIN,3.15405,4h 00m,240.0,0.393294,normal,[score_normal],EURUSD-2022-04-15T11:55:00Z-002621,train,0.315405,0.63,6.3
2022-04,2022-04-15 21:00:00+0000,EURUSD,SELL,1.08103,WIN,17.17118,3h 00m,180.0,0.429415,premium,[score_premium],EURUSD-2022-04-15T21:00:00Z-002622,train,1.717118,2.0,20.0
2022-04,2022-04-19 07:00:00+0000,EURUSD,BUY,1.07724,WIN,16.77963,3h 35m,215.0,0.60826,premium,[score_premium],EURUSD-2022-04-19T07:00:00Z-002623,train,1.677963,2.0,20.0
2022-04,2022-04-19 10:35:00+0000,EURUSD,BUY,1.07909,WIN,17.458370000000002,1h 00m,60.0,0.518888,premium,[score_premium],EURUSD-2022-04-19T10:35:00Z-002624,train,1.745837,2.0,20.0
2022-04,2022-04-19 11:35:00+0000,EURUSD,SELL,1.08083,WIN,16.36353,2h 15m,135.0,0.483127,premium,[score_premium],EURUSD-2022-04-19T11:35:00Z-002625,train,1.636353,2.0,20.0
2022-04,2022-04-19 14:00:00+0000,EURUSD,BUY,1.0794,LOSS,-11.74227,4h 00m,240.0,0.225029,cautious,[score_cautious],EURUSD-2022-04-19T14:00:00Z-002626,train,-1.174227,-0.91,-9.1
2022-04,2022-04-20 07:00:00+0000,EURUSD,BUY,1.08184,LOSS,-12.95126,2h 30m,150.0,0.250941,cautious,[score_cautious],EURUSD-2022-04-20T07:00:00Z-002627,train,-1.295126,-1.0,-10.0
2022-04,2022-04-20 11:40:00+0000,EURUSD,BUY,1.08285,WIN,16.54218,1h 00m,60.0,0.370749,normal,[score_normal],EURUSD-2022-04-20T11:40:00Z-002629,train,1.654218,2.0,20.0
2022-04,2022-04-20 12:40:00+0000,EURUSD,SELL,1.08566,WIN,17.453609999999998,2h 15m,135.0,0.37396,normal,[score_normal],EURUSD-2022-04-20T12:40:00Z-002630,train,1.745361,2.0,20.0
2022-04,2022-04-20 17:15:00+0000,EURUSD,SELL,1.08592,WIN,0.16371,4h 00m,240.0,0.291285,cautious,[score_cautious],EURUSD-2022-04-20T17:15:00Z-002633,train,0.016371,0.42,4.2
2022-04,2022-04-21 07:00:00+0000,EURUSD,BUY,1.08308,WIN,16.73727,1h 50m,110.0,0.320884,normal,[score_normal],EURUSD-2022-04-21T07:00:00Z-002634,train,1.673727,2.0,20.0
2022-04,2022-04-21 08:50:00+0000,EURUSD,BUY,1.08507,WIN,17.66334,45m,45.0,0.470263,premium,[score_premium],EURUSD-2022-04-21T08:50:00Z-002635,train,1.766334,2.0,20.0
2022-04,2022-04-21 09:35:00+0000,EURUSD,BUY,1.08796,WIN,15.712150000000001,20m,20.0,0.508648,premium,[score_premium],EURUSD-2022-04-21T09:35:00Z-002636,train,1.571215,2.0,20.0
2022-04,2022-04-21 09:55:00+0000,EURUSD,BUY,1.08992,LOSS,-13.40122,15m,15.0,0.308005,normal,[score_normal],EURUSD-2022-04-21T09:55:00Z-002637,train,-1.340122,-1.0,-10.0
2022-04,2022-04-21 10:10:00+0000,EURUSD,BUY,1.08967,WIN,16.70142,30m,30.0,0.595296,premium,[score_premium],EURUSD-2022-04-21T10:10:00Z-002638,train,1.670142,2.0,20.0
2022-04,2022-04-21 10:40:00+0000,EURUSD,BUY,1.09156,WIN,16.40289,15m,15.0,0.635796,premium,[score_premium],EURUSD-2022-04-21T10:40:00Z-002639,train,1.640289,2.0,20.0
2022-04,2022-04-21 10:55:00+0000,EURUSD,BUY,1.09268,LOSS,-12.50774,15m,15.0,0.382403,normal,[score_normal],EURUSD-2022-04-21T10:55:00Z-002640,train,-1.250774,-1.0,-10.0
2022-04,2022-04-21 11:10:00+0000,EURUSD,BUY,1.09187,LOSS,-12.948900000000002,1h 40m,100.0,0.300832,normal,[score_normal],EURUSD-2022-04-21T11:10:00Z-002641,train,-1.29489,-1.0,-10.0
2022-04,2022-04-21 12:50:00+0000,EURUSD,SELL,1.09094,LOSS,-13.8782,35m,35.0,0.265747,cautious,[score_cautious],EURUSD-2022-04-21T12:50:00Z-002642,train,-1.38782,-1.0,-10.0
2022-04,2022-04-21 14:00:00+0000,EURUSD,SELL,1.09004,WIN,16.991,25m,25.0,0.272562,cautious,[score_cautious],EURUSD-2022-04-21T14:00:00Z-002643,train,1.6991,2.0,20.0
2022-04,2022-04-21 17:05:00+0000,EURUSD,SELL,1.08669,WIN,17.555,50m,50.0,0.317954,normal,[score_normal],EURUSD-2022-04-21T17:05:00Z-002645,train,1.7555,2.0,20.0
2022-04,2022-04-22 08:15:00+0000,EURUSD,SELL,1.08478,WIN,17.19777,1h 40m,100.0,0.307072,normal,[score_normal],EURUSD-2022-04-22T08:15:00Z-002648,train,1.719777,2.0,20.0
2022-04,2022-04-22 09:55:00+0000,EURUSD,SELL,1.08264,WIN,16.84102,20m,20.0,0.467064,premium,[score_premium],EURUSD-2022-04-22T09:55:00Z-002649,train,1.684102,2.0,20.0
2022-04,2022-04-22 10:15:00+0000,EURUSD,BUY,1.08045,LOSS,-13.72211,1h 15m,75.0,0.301152,normal,[score_normal],EURUSD-2022-04-22T10:15:00Z-002650,train,-1.372211,-1.0,-10.0
2022-04,2022-04-22 11:30:00+0000,EURUSD,BUY,1.07932,WIN,16.11428,2h 30m,150.0,0.559266,premium,[score_premium],EURUSD-2022-04-22T11:30:00Z-002651,train,1.611428,2.0,20.0
2022-04,2022-04-22 14:00:00+0000,EURUSD,BUY,1.08156,WIN,16.05106,2h 10m,130.0,0.518673,premium,[score_premium],EURUSD-2022-04-22T14:00:00Z-002652,train,1.605106,2.0,20.0
2022-04,2022-04-22 17:00:00+0000,EURUSD,BUY,1.08062,LOSS,-13.604989999999999,35m,35.0,0.316421,normal,[score_normal],EURUSD-2022-04-22T17:00:00Z-002653,train,-1.360499,-1.0,-10.0
2022-04,2022-04-22 17:55:00+0000,EURUSD,BUY,1.07774,WIN,9.59875,4h 00m,240.0,0.228609,cautious,[score_cautious],EURUSD-2022-04-22T17:55:00Z-002655,train,0.959875,1.36,13.600000000000001
2022-04,2022-04-22 21:55:00+0000,EURUSD,SELL,1.07917,WIN,16.73861,2h 05m,125.0,0.239538,cautious,[score_cautious],EURUSD-2022-04-22T21:55:00Z-002656,train,1.673861,2.0,20.0
2022-04,2022-04-26 09:20:00+0000,EURUSD,SELL,1.07167,WIN,16.99595,1h 00m,60.0,0.572839,premium,[score_premium],EURUSD-2022-04-26T09:20:00Z-002660,train,1.699595,2.0,20.0
2022-04,2022-04-26 10:20:00+0000,EURUSD,SELL,1.06941,WIN,17.10296,45m,45.0,0.583132,premium,[score_premium],EURUSD-2022-04-26T10:20:00Z-002661,train,1.710296,2.0,20.0
2022-04,2022-04-26 11:05:00+0000,EURUSD,SELL,1.0676,LOSS,-12.5929,20m,20.0,0.298028,cautious,[score_cautious],EURUSD-2022-04-26T11:05:00Z-002662,train,-1.25929,-1.0,-10.0
2022-04,2022-04-26 11:25:00+0000,EURUSD,SELL,1.06888,WIN,12.72758,4h 00m,240.0,0.487847,premium,[score_premium],EURUSD-2022-04-26T11:25:00Z-002663,train,1.272758,1.51,15.1
2022-04,2022-04-26 17:00:00+0000,EURUSD,SELL,1.06744,WIN,16.75127,45m,45.0,0.38882,normal,[score_normal],EURUSD-2022-04-26T17:00:00Z-002664,train,1.675127,2.0,20.0
2022-04,2022-04-26 17:45:00+0000,EURUSD,BUY,1.06446,WIN,16.99846,1h 35m,95.0,0.372012,normal,[score_normal],EURUSD-2022-04-26T17:45:00Z-002665,train,1.699846,2.0,20.0
2022-04,2022-04-26 19:20:00+0000,EURUSD,SELL,1.06644,WIN,17.00303,1h 45m,105.0,0.534576,premium,[score_premium],EURUSD-2022-04-26T19:20:00Z-002666,train,1.700303,2.0,20.0
2022-04,2022-04-27 09:15:00+0000,EURUSD,SELL,1.06283,WIN,17.137,1h 05m,65.0,0.400079,premium,[score_premium],EURUSD-2022-04-27T09:15:00Z-002668,train,1.7137,2.0,20.0
2022-04,2022-04-27 10:20:00+0000,EURUSD,SELL,1.06082,WIN,16.36025,10m,10.0,0.621378,premium,[score_premium],EURUSD-2022-04-27T10:20:00Z-002669,train,1.636025,2.0,20.0
2022-04,2022-04-27 10:50:00+0000,EURUSD,SELL,1.0616,WIN,16.37505,1h 00m,60.0,0.381125,normal,[score_normal],EURUSD-2022-04-27T10:50:00Z-002672,train,1.637505,2.0,20.0
2022-04,2022-04-27 11:50:00+0000,EURUSD,SELL,1.05971,LOSS,-13.30292,10m,10.0,0.339941,normal,[score_normal],EURUSD-2022-04-27T11:50:00Z-002673,train,-1.330292,-1.0,-10.0
2022-04,2022-04-27 12:00:00+0000,EURUSD,SELL,1.05886,LOSS,-13.03342,10m,10.0,0.481118,premium,[score_premium],EURUSD-2022-04-27T12:00:00Z-002674,train,-1.303342,-1.0,-10.0
2022-04,2022-04-27 12:10:00+0000,EURUSD,SELL,1.05963,LOSS,-13.58605,15m,15.0,0.46327,premium,[score_premium],EURUSD-2022-04-27T12:10:00Z-002675,train,-1.358605,-1.0,-10.0
2022-04,2022-04-27 12:25:00+0000,EURUSD,SELL,1.0613,WIN,16.1507,2h 05m,125.0,0.6369,premium,[score_premium],EURUSD-2022-04-27T12:25:00Z-002676,train,1.61507,2.0,20.0
2022-04,2022-04-27 14:30:00+0000,EURUSD,SELL,1.05937,WIN,16.06485,1h 00m,60.0,0.767821,premium,[score_premium],EURUSD-2022-04-27T14:30:00Z-002677,train,1.606485,2.0,20.0
2022-04,2022-04-27 17:00:00+0000,EURUSD,SELL,1.05484,WIN,15.730310000000001,35m,35.0,0.700474,premium,[score_premium],EURUSD-2022-04-27T17:00:00Z-002678,train,1.573031,2.0,20.0
2022-04,2022-04-27 17:35:00+0000,EURUSD,BUY,1.05353,LOSS,-12.91136,20m,20.0,0.47471,premium,[score_premium],EURUSD-2022-04-27T17:35:00Z-002679,train,-1.291136,-1.0,-10.0
2022-04,2022-04-27 17:55:00+0000,EURUSD,SELL,1.05265,LOSS,-13.139339999999999,25m,25.0,0.313935,normal,[score_normal],EURUSD-2022-04-27T17:55:00Z-002680,train,-1.313934,-1.0,-10.0
2022-04,2022-04-27 18:20:00+0000,EURUSD,SELL,1.05376,LOSS,-14.095580000000002,15m,15.0,0.274435,cautious,[score_cautious],EURUSD-2022-04-27T18:20:00Z-002681,train,-1.409558,-1.0,-10.0
2022-04,2022-04-27 18:35:00+0000,EURUSD,SELL,1.05522,LOSS,-12.73887,55m,55.0,0.29971,cautious,[score_cautious],EURUSD-2022-04-27T18:35:00Z-002682,train,-1.273887,-1.0,-10.0
2022-04,2022-04-28 07:45:00+0000,EURUSD,SELL,1.05242,WIN,17.24251,20m,20.0,0.521876,premium,[score_premium],EURUSD-2022-04-28T07:45:00Z-002686,train,1.724251,2.0,20.0
2022-04,2022-04-28 08:40:00+0000,EURUSD,BUY,1.05007,LOSS,-13.13944,5m,5.0,0.367608,normal,[score_normal],EURUSD-2022-04-28T08:40:00Z-002687,train,-1.313944,-1.0,-10.0
