month,scenario,lot,date,balance_usd,peak_usd,drawdown_usd,drawdown_pct,daily_pnl_usd
2021-08,baseline,0.6,2021-08-18,101248.89,101268.24,19.35,0.000194,-19.35
2021-08,baseline,0.6,2021-08-19,101376.62,101376.62,0.0,0.0,127.73
2021-08,baseline,0.6,2021-08-20,101532.4,101532.4,0.0,0.0,155.77
2021-08,baseline,0.6,2021-08-24,101535.77,101535.77,0.0,0.0,3.37
2021-08,baseline,0.6,2021-08-25,101638.09,101638.09,0.0,0.0,102.33
2021-08,baseline,0.6,2021-08-26,101669.29,101669.29,0.0,0.0,31.2
2021-08,baseline,0.6,2021-08-27,101612.73,101669.29,56.56,0.000566,-56.56
2021-08,baseline,0.6,2021-08-31,101711.78,101711.78,0.0,0.0,99.05
2021-08,baseline,1.0,2021-08-03,99865.68,100000.0,134.32,0.001343,-134.32
2021-08,baseline,1.0,2021-08-04,100386.67,100386.67,0.0,0.0,520.99
2021-08,baseline,1.0,2021-08-05,100607.0,100607.0,0.0,0.0,220.33
2021-08,baseline,1.0,2021-08-06,101226.44,101226.44,0.0,0.0,619.44
2021-08,baseline,1.0,2021-08-11,101394.12,101394.12,0.0,0.0,167.68
2021-08,baseline,1.0,2021-08-13,101985.69,101985.69,0.0,0.0,591.57
2021-08,baseline,1.0,2021-08-17,102113.74,102113.74,0.0,0.0,128.05
2021-08,baseline,1.0,2021-08-18,102081.49,102113.74,32.25,0.000323,-32.25
2021-08,baseline,1.0,2021-08-19,102294.37,102294.37,0.0,0.0,212.89
2021-08,baseline,1.0,2021-08-20,102554.0,102554.0,0.0,0.0,259.62
2021-08,baseline,1.0,2021-08-24,102559.62,102559.62,0.0,0.0,5.62
2021-08,baseline,1.0,2021-08-25,102730.16,102730.16,0.0,0.0,170.54
2021-08,baseline,1.0,2021-08-26,102782.15,102782.15,0.0,0.0,51.99
2021-08,baseline,1.0,2021-08-27,102687.88,102782.15,94.27,0.000943,-94.27
2021-08,baseline,1.0,2021-08-31,102852.96,102852.96,0.0,0.0,165.08
2021-08,cluster_only_3sl,0.6,2021-08-03,99919.41,100000.0,80.59,0.000806,-80.59
2021-08,cluster_only_3sl,0.6,2021-08-04,100232.0,100232.0,0.0,0.0,312.59
2021-08,cluster_only_3sl,0.6,2021-08-05,100364.2,100364.2,0.0,0.0,132.2
2021-08,cluster_only_3sl,0.6,2021-08-06,100735.86,100735.86,0.0,0.0,371.66
2021-08,cluster_only_3sl,0.6,2021-08-11,100836.47,100836.47,0.0,0.0,100.61
2021-08,cluster_only_3sl,0.6,2021-08-13,101191.41,101191.41,0.0,0.0,354.94
2021-08,cluster_only_3sl,0.6,2021-08-17,101268.24,101268.24,0.0,0.0,76.83
2021-08,cluster_only_3sl,0.6,2021-08-18,101248.89,101268.24,19.35,0.000194,-19.35
2021-08,cluster_only_3sl,0.6,2021-08-19,101376.62,101376.62,0.0,0.0,127.73
2021-08,cluster_only_3sl,0.6,2021-08-20,101532.4,101532.4,0.0,0.0,155.77
2021-08,cluster_only_3sl,0.6,2021-08-24,101535.77,101535.77,0.0,0.0,3.37
2021-08,cluster_only_3sl,0.6,2021-08-25,101638.09,101638.09,0.0,0.0,102.33
2021-08,cluster_only_3sl,0.6,2021-08-26,101669.29,101669.29,0.0,0.0,31.2
2021-08,cluster_only_3sl,0.6,2021-08-27,101612.73,101669.29,56.56,0.000566,-56.56
2021-08,cluster_only_3sl,0.6,2021-08-31,101711.78,101711.78,0.0,0.0,99.05
2021-08,cluster_only_3sl,1.0,2021-08-03,99865.68,100000.0,134.32,0.001343,-134.32
2021-08,cluster_only_3sl,1.0,2021-08-04,100386.67,100386.67,0.0,0.0,520.99
2021-08,cluster_only_3sl,1.0,2021-08-05,100607.0,100607.0,0.0,0.0,220.33
2021-08,cluster_only_3sl,1.0,2021-08-06,101226.44,101226.44,0.0,0.0,619.44
2021-08,cluster_only_3sl,1.0,2021-08-11,101394.12,101394.12,0.0,0.0,167.68
2021-08,cluster_only_3sl,1.0,2021-08-13,101985.69,101985.69,0.0,0.0,591.57
2021-08,cluster_only_3sl,1.0,2021-08-17,102113.74,102113.74,0.0,0.0,128.05
2021-08,cluster_only_3sl,1.0,2021-08-18,102081.49,102113.74,32.25,0.000323,-32.25
2021-08,cluster_only_3sl,1.0,2021-08-19,102294.37,102294.37,0.0,0.0,212.89
2021-08,cluster_only_3sl,1.0,2021-08-20,102554.0,102554.0,0.0,0.0,259.62
2021-08,cluster_only_3sl,1.0,2021-08-24,102559.62,102559.62,0.0,0.0,5.62
2021-08,cluster_only_3sl,1.0,2021-08-25,102730.16,102730.16,0.0,0.0,170.54
2021-08,cluster_only_3sl,1.0,2021-08-26,102782.15,102782.15,0.0,0.0,51.99
2021-08,cluster_only_3sl,1.0,2021-08-27,102687.88,102782.15,94.27,0.000943,-94.27
2021-08,cluster_only_3sl,1.0,2021-08-31,102852.96,102852.96,0.0,0.0,165.08
2021-08,guardrails_completos,0.6,2021-08-03,99919.41,100000.0,80.59,0.000806,-80.59
2021-08,guardrails_completos,0.6,2021-08-04,100232.0,100232.0,0.0,0.0,312.59
2021-08,guardrails_completos,0.6,2021-08-05,100364.2,100364.2,0.0,0.0,132.2
2021-08,guardrails_completos,0.6,2021-08-06,100735.86,100735.86,0.0,0.0,371.66
2021-08,guardrails_completos,0.6,2021-08-11,100836.47,100836.47,0.0,0.0,100.61
2021-08,guardrails_completos,0.6,2021-08-13,100990.11,100990.11,0.0,0.0,153.64
2021-08,guardrails_completos,0.6,2021-08-17,101066.94,101066.94,0.0,0.0,76.83
2021-08,guardrails_completos,0.6,2021-08-18,101047.59,101066.94,19.35,0.000194,-19.35
2021-08,guardrails_completos,0.6,2021-08-19,101175.32,101175.32,0.0,0.0,127.73
2021-08,guardrails_completos,0.6,2021-08-20,101122.08,101175.32,53.24,0.000532,-53.24
2021-08,guardrails_completos,0.6,2021-08-24,101125.45,101175.32,49.87,0.000499,3.37
2021-08,guardrails_completos,0.6,2021-08-25,101227.78,101227.78,0.0,0.0,102.33
2021-08,guardrails_completos,0.6,2021-08-26,101258.97,101258.97,0.0,0.0,31.2
2021-08,guardrails_completos,0.6,2021-08-27,101285.67,101285.67,0.0,0.0,26.7
2021-08,guardrails_completos,0.6,2021-08-31,101384.72,101384.72,0.0,0.0,99.05
2021-08,guardrails_completos,1.0,2021-08-03,99865.68,100000.0,134.32,0.001343,-134.32
2021-08,guardrails_completos,1.0,2021-08-04,100386.67,100386.67,0.0,0.0,520.99
2021-08,guardrails_completos,1.0,2021-08-05,100607.0,100607.0,0.0,0.0,220.33
2021-08,guardrails_completos,1.0,2021-08-06,101226.44,101226.44,0.0,0.0,619.44
2021-08,guardrails_completos,1.0,2021-08-11,101394.12,101394.12,0.0,0.0,167.68
2021-08,guardrails_completos,1.0,2021-08-13,101650.19,101650.19,0.0,0.0,256.07
2021-08,guardrails_completos,1.0,2021-08-17,101778.24,101778.24,0.0,0.0,128.05
2021-08,guardrails_completos,1.0,2021-08-18,101745.99,101778.24,32.25,0.000323,-32.25
2021-08,guardrails_completos,1.0,2021-08-19,101958.87,101958.87,0.0,0.0,212.89
2021-08,guardrails_completos,1.0,2021-08-20,101870.14,101958.87,88.74,0.000887,-88.74
2021-08,guardrails_completos,1.0,2021-08-24,101875.75,101958.87,83.12,0.000831,5.62
2021-08,guardrails_completos,1.0,2021-08-25,102046.3,102046.3,0.0,0.0,170.54
2021-08,guardrails_completos,1.0,2021-08-26,102098.29,102098.29,0.0,0.0,51.99
2021-08,guardrails_completos,1.0,2021-08-27,102142.78,102142.78,0.0,0.0,44.49
2021-08,guardrails_completos,1.0,2021-08-31,102307.86,102307.86,0.0,0.0,165.08
2022-08,baseline,0.6,2022-08-02,100467.52,100467.52,0.0,0.0,467.52
2022-08,baseline,0.6,2022-08-03,101188.07,101188.07,0.0,0.0,720.55
2022-08,baseline,0.6,2022-08-04,101249.27,101249.27,0.0,0.0,61.2
2022-08,baseline,0.6,2022-08-05,101496.3,101496.3,0.0,0.0,247.03
2022-08,baseline,0.6,2022-08-09,101931.08,101931.08,0.0,0.0,434.78
2022-08,baseline,0.6,2022-08-10,101992.36,101992.36,0.0,0.0,61.28
2022-08,baseline,0.6,2022-08-11,102193.24,102193.24,0.0,0.0,200.88
2022-08,baseline,0.6,2022-08-12,102525.14,102525.14,0.0,0.0,331.9
2022-08,baseline,0.6,2022-08-16,102961.53,102961.53,0.0,0.0,436.39
2022-08,baseline,0.6,2022-08-17,103418.63,103418.63,0.0,0.0,457.1
2022-08,baseline,0.6,2022-08-19,103444.67,103444.67,0.0,0.0,26.04
2022-08,baseline,0.6,2022-08-23,103454.6,103454.6,0.0,0.0,9.93
2022-08,baseline,0.6,2022-08-24,103525.26,103525.26,0.0,0.0,70.65
2022-08,baseline,0.6,2022-08-25,103860.54,103860.54,0.0,0.0,335.28
2022-08,baseline,0.6,2022-08-26,104070.27,104070.27,0.0,0.0,209.73
2022-08,baseline,0.6,2022-08-31,104789.27,104789.27,0.0,0.0,719.0
2022-08,baseline,1.0,2022-08-02,100779.2,100779.2,0.0,0.0,779.2
2022-08,baseline,1.0,2022-08-03,101980.12,101980.12,0.0,0.0,1200.91
2022-08,baseline,1.0,2022-08-04,102082.12,102082.12,0.0,0.0,102.0
2022-08,baseline,1.0,2022-08-05,102493.83,102493.83,0.0,0.0,411.71
2022-08,baseline,1.0,2022-08-09,103218.47,103218.47,0.0,0.0,724.63
2022-08,baseline,1.0,2022-08-10,103320.6,103320.6,0.0,0.0,102.13
2022-08,baseline,1.0,2022-08-11,103655.4,103655.4,0.0,0.0,334.8
2022-08,baseline,1.0,2022-08-12,104208.57,104208.57,0.0,0.0,553.17
2022-08,baseline,1.0,2022-08-16,104935.88,104935.88,0.0,0.0,727.31
2022-08,baseline,1.0,2022-08-17,105697.72,105697.72,0.0,0.0,761.84
2022-08,baseline,1.0,2022-08-19,105741.12,105741.12,0.0,0.0,43.4
2022-08,baseline,1.0,2022-08-23,105757.67,105757.67,0.0,0.0,16.56
2022-08,baseline,1.0,2022-08-24,105875.43,105875.43,0.0,0.0,117.75
2022-08,baseline,1.0,2022-08-25,106434.23,106434.23,0.0,0.0,558.8
2022-08,baseline,1.0,2022-08-26,106783.78,106783.78,0.0,0.0,349.55
2022-08,baseline,1.0,2022-08-31,107982.11,107982.11,0.0,0.0,1198.33
2022-08,cluster_only_3sl,0.6,2022-08-02,100467.52,100467.52,0.0,0.0,467.52
2022-08,cluster_only_3sl,0.6,2022-08-03,101188.07,101188.07,0.0,0.0,720.55
2022-08,cluster_only_3sl,0.6,2022-08-04,101249.27,101249.27,0.0,0.0,61.2
2022-08,cluster_only_3sl,0.6,2022-08-05,101496.3,101496.3,0.0,0.0,247.03
2022-08,cluster_only_3sl,0.6,2022-08-09,101931.08,101931.08,0.0,0.0,434.78
2022-08,cluster_only_3sl,0.6,2022-08-10,101992.36,101992.36,0.0,0.0,61.28
2022-08,cluster_only_3sl,0.6,2022-08-11,102193.24,102193.24,0.0,0.0,200.88
2022-08,cluster_only_3sl,0.6,2022-08-12,102525.14,102525.14,0.0,0.0,331.9
2022-08,cluster_only_3sl,0.6,2022-08-16,102961.53,102961.53,0.0,0.0,436.39
2022-08,cluster_only_3sl,0.6,2022-08-17,103418.63,103418.63,0.0,0.0,457.1
2022-08,cluster_only_3sl,0.6,2022-08-19,103444.67,103444.67,0.0,0.0,26.04
2022-08,cluster_only_3sl,0.6,2022-08-23,103348.27,103444.67,96.4,0.000964,-96.4
2022-08,cluster_only_3sl,0.6,2022-08-24,103384.07,103444.67,60.6,0.000606,35.8
2022-08,cluster_only_3sl,0.6,2022-08-25,103719.35,103719.35,0.0,0.0,335.28
2022-08,cluster_only_3sl,0.6,2022-08-26,103929.08,103929.08,0.0,0.0,209.73
2022-08,cluster_only_3sl,0.6,2022-08-31,104648.08,104648.08,0.0,0.0,719.0
2022-08,cluster_only_3sl,1.0,2022-08-02,100779.2,100779.2,0.0,0.0,779.2
2022-08,cluster_only_3sl,1.0,2022-08-03,101980.12,101980.12,0.0,0.0,1200.91
2022-08,cluster_only_3sl,1.0,2022-08-04,102082.12,102082.12,0.0,0.0,102.0
2022-08,cluster_only_3sl,1.0,2022-08-05,102493.83,102493.83,0.0,0.0,411.71
2022-08,cluster_only_3sl,1.0,2022-08-09,103218.47,103218.47,0.0,0.0,724.63
2022-08,cluster_only_3sl,1.0,2022-08-10,103320.6,103320.6,0.0,0.0,102.13
2022-08,cluster_only_3sl,1.0,2022-08-11,103655.4,103655.4,0.0,0.0,334.8
2022-08,cluster_only_3sl,1.0,2022-08-12,104208.57,104208.57,0.0,0.0,553.17
2022-08,cluster_only_3sl,1.0,2022-08-16,104935.88,104935.88,0.0,0.0,727.31
2022-08,cluster_only_3sl,1.0,2022-08-17,105697.72,105697.72,0.0,0.0,761.84
2022-08,cluster_only_3sl,1.0,2022-08-19,105741.12,105741.12,0.0,0.0,43.4
2022-08,cluster_only_3sl,1.0,2022-08-23,105580.45,105741.12,160.66,0.001607,-160.66
2022-08,cluster_only_3sl,1.0,2022-08-24,105640.12,105741.12,101.0,0.00101,59.67
2022-08,cluster_only_3sl,1.0,2022-08-25,106198.92,106198.92,0.0,0.0,558.8
2022-08,cluster_only_3sl,1.0,2022-08-26,106548.47,106548.47,0.0,0.0,349.55
2022-08,cluster_only_3sl,1.0,2022-08-31,107746.8,107746.8,0.0,0.0,1198.33
2022-08,guardrails_completos,0.6,2022-08-02,100364.81,100364.81,0.0,0.0,364.81
2022-08,guardrails_completos,0.6,2022-08-03,101085.36,101085.36,0.0,0.0,720.55
2022-08,guardrails_completos,0.6,2022-08-04,101146.56,101146.56,0.0,0.0,61.2
2022-08,guardrails_completos,0.6,2022-08-05,101393.59,101393.59,0.0,0.0,247.03
2022-08,guardrails_completos,0.6,2022-08-09,101828.37,101828.37,0.0,0.0,434.78
2022-08,guardrails_completos,0.6,2022-08-10,101889.65,101889.65,0.0,0.0,61.28
2022-08,guardrails_completos,0.6,2022-08-11,102090.53,102090.53,0.0,0.0,200.88
2022-08,guardrails_completos,0.6,2022-08-12,102224.76,102224.76,0.0,0.0,134.23
2022-08,guardrails_completos,0.6,2022-08-16,102661.15,102661.15,0.0,0.0,436.39
2022-08,guardrails_completos,0.6,2022-08-17,103118.25,103118.25,0.0,0.0,457.1
2022-08,guardrails_completos,0.6,2022-08-19,103043.74,103118.25,74.51,0.000745,-74.51
2022-08,guardrails_completos,0.6,2022-08-23,103023.85,103118.25,94.4,0.000944,-19.89
2022-08,guardrails_completos,0.6,2022-08-24,103140.52,103140.52,0.0,0.0,116.67
2022-08,guardrails_completos,0.6,2022-08-25,103475.8,103475.8,0.0,0.0,335.28
2022-08,guardrails_completos,0.6,2022-08-26,103685.53,103685.53,0.0,0.0,209.73
2022-08,guardrails_completos,0.6,2022-08-31,104404.53,104404.53,0.0,0.0,719.0
2022-08,guardrails_completos,1.0,2022-08-02,100608.01,100608.01,0.0,0.0,608.01
2022-08,guardrails_completos,1.0,2022-08-03,101808.93,101808.93,0.0,0.0,1200.91
2022-08,guardrails_completos,1.0,2022-08-04,101910.93,101910.93,0.0,0.0,102.0
2022-08,guardrails_completos,1.0,2022-08-05,102322.65,102322.65,0.0,0.0,411.71
2022-08,guardrails_completos,1.0,2022-08-09,103047.28,103047.28,0.0,0.0,724.63
2022-08,guardrails_completos,1.0,2022-08-10,103149.42,103149.42,0.0,0.0,102.13
2022-08,guardrails_completos,1.0,2022-08-11,103484.21,103484.21,0.0,0.0,334.8
2022-08,guardrails_completos,1.0,2022-08-12,103707.93,103707.93,0.0,0.0,223.72
2022-08,guardrails_completos,1.0,2022-08-16,104435.24,104435.24,0.0,0.0,727.31
2022-08,guardrails_completos,1.0,2022-08-17,105197.08,105197.08,0.0,0.0,761.84
2022-08,guardrails_completos,1.0,2022-08-19,105072.89,105197.08,124.18,0.001242,-124.18
2022-08,guardrails_completos,1.0,2022-08-23,105039.74,105197.08,157.33,0.001573,-33.15
2022-08,guardrails_completos,1.0,2022-08-24,105234.2,105234.2,0.0,0.0,194.45
2022-08,guardrails_completos,1.0,2022-08-25,105793.0,105793.0,0.0,0.0,558.8
2022-08,guardrails_completos,1.0,2022-08-26,106142.55,106142.55,0.0,0.0,349.55
2022-08,guardrails_completos,1.0,2022-08-31,107340.88,107340.88,0.0,0.0,1198.33
2024-06,baseline,0.6,2024-06-05,100106.8,100106.8,0.0,0.0,106.8
2024-06,baseline,0.6,2024-06-13,99947.03,100106.8,159.77,0.001598,-159.77
2024-06,baseline,0.6,2024-06-14,100048.25,100106.8,58.55,0.000585,101.22
2024-06,baseline,0.6,2024-06-19,100036.63,100106.8,70.17,0.000702,-11.62
2024-06,baseline,0.6,2024-06-20,100136.69,100136.69,0.0,0.0,100.07
2024-06,baseline,0.6,2024-06-21,100141.34,100141.34,0.0,0.0,4.65
2024-06,baseline,0.6,2024-06-27,100275.1,100275.1,0.0,0.0,133.76
2024-06,baseline,0.6,2024-06-28,100483.95,100483.95,0.0,0.0,208.85
2024-06,baseline,1.0,2024-06-05,100177.99,100177.99,0.0,0.0,177.99
2024-06,baseline,1.0,2024-06-13,99911.71,100177.99,266.28,0.002663,-266.28
2024-06,baseline,1.0,2024-06-14,100080.41,100177.99,97.58,0.000976,168.7
2024-06,baseline,1.0,2024-06-19,100061.04,100177.99,116.95,0.00117,-19.37
2024-06,baseline,1.0,2024-06-20,100227.82,100227.82,0.0,0.0,166.78
2024-06,baseline,1.0,2024-06-21,100235.57,100235.57,0.0,0.0,7.75
2024-06,baseline,1.0,2024-06-27,100458.51,100458.51,0.0,0.0,222.93
2024-06,baseline,1.0,2024-06-28,100806.59,100806.59,0.0,0.0,348.08
2024-06,cluster_only_3sl,0.6,2024-06-05,100106.8,100106.8,0.0,0.0,106.8
2024-06,cluster_only_3sl,0.6,2024-06-13,99947.03,100106.8,159.77,0.001598,-159.77
2024-06,cluster_only_3sl,0.6,2024-06-14,100048.25,100106.8,58.55,0.000585,101.22
2024-06,cluster_only_3sl,0.6,2024-06-19,100036.63,100106.8,70.17,0.000702,-11.62
2024-06,cluster_only_3sl,0.6,2024-06-20,100136.69,100136.69,0.0,0.0,100.07
2024-06,cluster_only_3sl,0.6,2024-06-21,100141.34,100141.34,0.0,0.0,4.65
2024-06,cluster_only_3sl,0.6,2024-06-27,100275.1,100275.1,0.0,0.0,133.76
2024-06,cluster_only_3sl,0.6,2024-06-28,100483.95,100483.95,0.0,0.0,208.85
2024-06,cluster_only_3sl,1.0,2024-06-05,100177.99,100177.99,0.0,0.0,177.99
2024-06,cluster_only_3sl,1.0,2024-06-13,99911.71,100177.99,266.28,0.002663,-266.28
2024-06,cluster_only_3sl,1.0,2024-06-14,100080.41,100177.99,97.58,0.000976,168.7
2024-06,cluster_only_3sl,1.0,2024-06-19,100061.04,100177.99,116.95,0.00117,-19.37
2024-06,cluster_only_3sl,1.0,2024-06-20,100227.82,100227.82,0.0,0.0,166.78
2024-06,cluster_only_3sl,1.0,2024-06-21,100235.57,100235.57,0.0,0.0,7.75
2024-06,cluster_only_3sl,1.0,2024-06-27,100458.51,100458.51,0.0,0.0,222.93
2024-06,cluster_only_3sl,1.0,2024-06-28,100806.59,100806.59,0.0,0.0,348.08
2024-06,guardrails_completos,0.6,2024-06-05,100106.8,100106.8,0.0,0.0,106.8
2024-06,guardrails_completos,0.6,2024-06-13,99947.03,100106.8,159.77,0.001598,-159.77
2024-06,guardrails_completos,0.6,2024-06-14,100048.25,100106.8,58.55,0.000585,101.22
2024-06,guardrails_completos,0.6,2024-06-19,100036.63,100106.8,70.17,0.000702,-11.62
2024-06,guardrails_completos,0.6,2024-06-20,100136.69,100136.69,0.0,0.0,100.07
2024-06,guardrails_completos,0.6,2024-06-21,100141.34,100141.34,0.0,0.0,4.65
2024-06,guardrails_completos,0.6,2024-06-27,100275.1,100275.1,0.0,0.0,133.76
2024-06,guardrails_completos,0.6,2024-06-28,100483.95,100483.95,0.0,0.0,208.85
2024-06,guardrails_completos,1.0,2024-06-05,100177.99,100177.99,0.0,0.0,177.99
2024-06,guardrails_completos,1.0,2024-06-13,99911.71,100177.99,266.28,0.002663,-266.28
2024-06,guardrails_completos,1.0,2024-06-14,100080.41,100177.99,97.58,0.000976,168.7
2024-06,guardrails_completos,1.0,2024-06-19,100061.04,100177.99,116.95,0.00117,-19.37
2024-06,guardrails_completos,1.0,2024-06-20,100227.82,100227.82,0.0,0.0,166.78
2024-06,guardrails_completos,1.0,2024-06-21,100235.57,100235.57,0.0,0.0,7.75
2024-06,guardrails_completos,1.0,2024-06-27,100458.51,100458.51,0.0,0.0,222.93
2024-06,guardrails_completos,1.0,2024-06-28,100806.59,100806.59,0.0,0.0,348.08
2024-10,baseline,0.6,2024-10-02,99999.48,100000.0,0.52,5e-06,-0.52
2024-10,baseline,0.6,2024-10-03,100122.98,100122.98,0.0,0.0,123.5
2024-10,baseline,0.6,2024-10-04,100103.08,100122.98,19.9,0.000199,-19.9
2024-10,baseline,0.6,2024-10-08,100116.41,100122.98,6.57,6.6e-05,13.33
2024-10,baseline,0.6,2024-10-09,100246.5,100246.5,0.0,0.0,130.1
2024-10,baseline,0.6,2024-10-10,100263.77,100263.77,0.0,0.0,17.27
2024-10,baseline,0.6,2024-10-15,100262.08,100263.77,1.69,1.7e-05,-1.69
2024-10,baseline,0.6,2024-10-17,100380.22,100380.22,0.0,0.0,118.14
2024-10,baseline,0.6,2024-10-22,100536.35,100536.35,0.0,0.0,156.13
2024-10,baseline,0.6,2024-10-23,100543.34,100543.34,0.0,0.0,6.99
2024-10,baseline,0.6,2024-10-24,100652.08,100652.08,0.0,0.0,108.74
2024-10,baseline,0.6,2024-10-25,100563.07,100652.08,89.01,0.00089,-89.01
2024-10,baseline,0.6,2024-10-29,100588.49,100652.08,63.58,0.000636,25.43
2024-10,baseline,0.6,2024-10-30,100609.75,100652.08,42.33,0.000423,21.26
2024-10,baseline,0.6,2024-10-31,100833.78,100833.78,0.0,0.0,224.03
2024-10,baseline,1.0,2024-10-02,99999.14,100000.0,0.86,9e-06,-0.86
2024-10,baseline,1.0,2024-10-03,100204.97,100204.97,0.0,0.0,205.83
2024-10,baseline,1.0,2024-10-04,100171.79,100204.97,33.17,0.000332,-33.17
2024-10,baseline,1.0,2024-10-08,100194.01,100204.97,10.96,0.00011,22.22
2024-10,baseline,1.0,2024-10-09,100410.84,100410.84,0.0,0.0,216.83
2024-10,baseline,1.0,2024-10-10,100439.62,100439.62,0.0,0.0,28.79
2024-10,baseline,1.0,2024-10-15,100436.8,100439.62,2.82,2.8e-05,-2.82
2024-10,baseline,1.0,2024-10-17,100633.7,100633.7,0.0,0.0,196.9
2024-10,baseline,1.0,2024-10-22,100893.92,100893.92,0.0,0.0,260.22
2024-10,baseline,1.0,2024-10-23,100905.56,100905.56,0.0,0.0,11.64
2024-10,baseline,1.0,2024-10-24,101086.79,101086.79,0.0,0.0,181.23
2024-10,baseline,1.0,2024-10-25,100938.44,101086.79,148.35,0.001484,-148.35
2024-10,baseline,1.0,2024-10-29,100980.82,101086.79,105.97,0.00106,42.38
2024-10,baseline,1.0,2024-10-30,101016.25,101086.79,70.55,0.000705,35.43
2024-10,baseline,1.0,2024-10-31,101389.64,101389.64,0.0,0.0,373.39
2024-10,cluster_only_3sl,0.6,2024-10-02,99999.48,100000.0,0.52,5e-06,-0.52
2024-10,cluster_only_3sl,0.6,2024-10-03,100122.98,100122.98,0.0,0.0,123.5
2024-10,cluster_only_3sl,0.6,2024-10-04,100103.08,100122.98,19.9,0.000199,-19.9
2024-10,cluster_only_3sl,0.6,2024-10-08,100116.41,100122.98,6.57,6.6e-05,13.33
2024-10,cluster_only_3sl,0.6,2024-10-09,100246.5,100246.5,0.0,0.0,130.1
2024-10,cluster_only_3sl,0.6,2024-10-10,100263.77,100263.77,0.0,0.0,17.27
2024-10,cluster_only_3sl,0.6,2024-10-15,100262.08,100263.77,1.69,1.7e-05,-1.69
2024-10,cluster_only_3sl,0.6,2024-10-17,100380.22,100380.22,0.0,0.0,118.14
2024-10,cluster_only_3sl,0.6,2024-10-22,100536.35,100536.35,0.0,0.0,156.13
2024-10,cluster_only_3sl,0.6,2024-10-23,100543.34,100543.34,0.0,0.0,6.99
2024-10,cluster_only_3sl,0.6,2024-10-24,100652.08,100652.08,0.0,0.0,108.74
2024-10,cluster_only_3sl,0.6,2024-10-25,100563.07,100652.08,89.01,0.00089,-89.01
2024-10,cluster_only_3sl,0.6,2024-10-29,100588.49,100652.08,63.58,0.000636,25.43
2024-10,cluster_only_3sl,0.6,2024-10-30,100609.75,100652.08,42.33,0.000423,21.26
2024-10,cluster_only_3sl,0.6,2024-10-31,100833.78,100833.78,0.0,0.0,224.03
2024-10,cluster_only_3sl,1.0,2024-10-02,99999.14,100000.0,0.86,9e-06,-0.86
2024-10,cluster_only_3sl,1.0,2024-10-03,100204.97,100204.97,0.0,0.0,205.83
2024-10,cluster_only_3sl,1.0,2024-10-04,100171.79,100204.97,33.17,0.000332,-33.17
2024-10,cluster_only_3sl,1.0,2024-10-08,100194.01,100204.97,10.96,0.00011,22.22
2024-10,cluster_only_3sl,1.0,2024-10-09,100410.84,100410.84,0.0,0.0,216.83
2024-10,cluster_only_3sl,1.0,2024-10-10,100439.62,100439.62,0.0,0.0,28.79
2024-10,cluster_only_3sl,1.0,2024-10-15,100436.8,100439.62,2.82,2.8e-05,-2.82
2024-10,cluster_only_3sl,1.0,2024-10-17,100633.7,100633.7,0.0,0.0,196.9
2024-10,cluster_only_3sl,1.0,2024-10-22,100893.92,100893.92,0.0,0.0,260.22
2024-10,cluster_only_3sl,1.0,2024-10-23,100905.56,100905.56,0.0,0.0,11.64
2024-10,cluster_only_3sl,1.0,2024-10-24,101086.79,101086.79,0.0,0.0,181.23
2024-10,cluster_only_3sl,1.0,2024-10-25,100938.44,101086.79,148.35,0.001484,-148.35
2024-10,cluster_only_3sl,1.0,2024-10-29,100980.82,101086.79,105.97,0.00106,42.38
2024-10,cluster_only_3sl,1.0,2024-10-30,101016.25,101086.79,70.55,0.000705,35.43
2024-10,cluster_only_3sl,1.0,2024-10-31,101389.64,101389.64,0.0,0.0,373.39
2024-10,guardrails_completos,0.6,2024-10-02,99999.48,100000.0,0.52,5e-06,-0.52
2024-10,guardrails_completos,0.6,2024-10-03,100122.98,100122.98,0.0,0.0,123.5
2024-10,guardrails_completos,0.6,2024-10-04,100103.08,100122.98,19.9,0.000199,-19.9
2024-10,guardrails_completos,0.6,2024-10-08,100116.41,100122.98,6.57,6.6e-05,13.33
2024-10,guardrails_completos,0.6,2024-10-09,100246.5,100246.5,0.0,0.0,130.1
2024-10,guardrails_completos,0.6,2024-10-10,100263.77,100263.77,0.0,0.0,17.27
2024-10,guardrails_completos,0.6,2024-10-15,100262.08,100263.77,1.69,1.7e-05,-1.69
2024-10,guardrails_completos,0.6,2024-10-17,100380.22,100380.22,0.0,0.0,118.14
2024-10,guardrails_completos,0.6,2024-10-22,100536.35,100536.35,0.0,0.0,156.13
2024-10,guardrails_completos,0.6,2024-10-23,100543.34,100543.34,0.0,0.0,6.99
2024-10,guardrails_completos,0.6,2024-10-24,100652.08,100652.08,0.0,0.0,108.74
2024-10,guardrails_completos,0.6,2024-10-25,100640.85,100652.08,11.23,0.000112,-11.23
2024-10,guardrails_completos,0.6,2024-10-29,100666.27,100666.27,0.0,0.0,25.43
2024-10,guardrails_completos,0.6,2024-10-30,100687.53,100687.53,0.0,0.0,21.26
2024-10,guardrails_completos,0.6,2024-10-31,100911.56,100911.56,0.0,0.0,224.03
2024-10,guardrails_completos,1.0,2024-10-02,99999.14,100000.0,0.86,9e-06,-0.86
