month,scenario,lot,date,trades,tp,sl,be,daily_pnl_usd,balance_usd,drawdown_usd,drawdown_pct,distance_daily_limit_usd,distance_total_limit_usd,danger_zone,toxic_cluster_detected,toxic_cluster_reason
2022-04,guardrails_completos,0.6,2022-04-01,1,1,0,0,105.33,100105.33,0.0,0.0,4105.33,8105.33,No,False,
2022-04,guardrails_completos,0.6,2022-04-05,5,5,0,0,449.46,100554.79,0.0,0.0,4449.46,8554.79,No,False,
2022-04,guardrails_completos,0.6,2022-04-06,1,1,0,0,105.49,100660.28,0.0,0.0,4105.49,8660.28,No,False,
2022-04,guardrails_completos,0.6,2022-04-08,3,3,0,0,301.81,100962.08,0.0,0.0,4301.81,8962.08,No,False,
2022-04,guardrails_completos,0.6,2022-04-12,1,1,0,0,11.76,100973.84,0.0,0.0,4011.76,8973.84,No,False,
2022-04,guardrails_completos,0.6,2022-04-13,3,2,1,0,128.34,101102.18,0.0,0.0,4128.34,9102.18,No,False,
2022-04,guardrails_completos,0.6,2022-04-14,4,4,0,0,401.36,101503.55,0.0,0.0,4401.36,9503.55,No,False,
2022-04,guardrails_completos,0.6,2022-04-15,2,2,0,0,121.95,101625.5,0.0,0.0,4121.95,9625.5,No,False,
2022-04,guardrails_completos,0.6,2022-04-19,4,3,1,0,233.16,101858.65,0.0,0.0,4233.16,9858.65,No,False,
2022-04,guardrails_completos,0.6,2022-04-20,4,3,1,0,127.25,101985.9,0.0,0.0,4127.25,9985.9,No,False,
2022-04,guardrails_completos,0.6,2022-04-21,11,7,4,0,390.16,102376.06,0.0,0.0,4390.16,10376.06,No,False,
2022-04,guardrails_completos,0.6,2022-04-22,5,4,1,0,314.89,102690.96,0.0,0.0,4314.89,10690.96,No,False,
2022-04,guardrails_completos,0.6,2022-04-26,7,6,1,0,509.92,103200.87,0.0,0.0,4509.92,11200.87,No,False,
2022-04,guardrails_completos,0.6,2022-04-27,9,4,5,0,-5.28,103195.59,5.28,5.3e-05,3994.72,11195.59,No,True,cluster_2_consecutive_sl_block_180m
2022-04,guardrails_completos,0.6,2022-04-28,11,5,6,0,14.47,103210.06,0.0,0.0,4014.47,11210.06,No,True,cluster_2_consecutive_sl_block_180m
2022-04,guardrails_completos,0.6,2022-04-29,6,4,2,0,241.59,103451.65,0.0,0.0,4241.59,11451.65,No,True,friday_2sl_safe_mode
2020-09,baseline,0.6,2020-09-01,1,0,1,0,-21.68,99978.32,21.68,0.000217,3978.32,7978.32,No,False,
2020-09,baseline,0.6,2020-09-02,8,6,2,0,450.09,100428.41,0.0,0.0,4450.09,8428.41,No,False,
2020-09,baseline,0.6,2020-09-03,6,6,0,0,622.38,101050.78,0.0,0.0,4622.38,9050.78,No,False,
2020-09,baseline,0.6,2020-09-04,1,0,1,0,-78.23,100972.56,78.23,0.000782,3921.77,8972.56,No,False,
2020-09,baseline,0.6,2020-09-08,2,1,1,0,23.36,100995.92,54.87,0.000549,4023.36,8995.92,No,False,
2020-09,baseline,0.6,2020-09-09,4,4,0,0,326.84,101322.76,0.0,0.0,4326.84,9322.76,No,False,
2020-09,baseline,0.6,2020-09-10,4,4,0,0,400.32,101723.08,0.0,0.0,4400.32,9723.08,No,False,
2020-09,baseline,0.6,2020-09-11,7,5,2,0,469.24,102192.33,0.0,0.0,4469.24,10192.33,No,False,
2020-09,baseline,0.6,2020-09-15,1,1,0,0,104.44,102296.77,0.0,0.0,4104.44,10296.77,No,False,
2020-09,baseline,0.6,2020-09-16,1,1,0,0,70.52,102367.29,0.0,0.0,4070.52,10367.29,No,False,
2020-09,baseline,0.6,2020-09-17,7,6,1,0,458.24,102825.53,0.0,0.0,4458.24,10825.53,No,False,
2020-09,baseline,0.6,2020-09-18,2,1,1,0,79.23,102904.77,0.0,0.0,4079.23,10904.77,No,False,
2020-09,baseline,0.6,2020-09-22,8,6,2,0,356.24,103261.01,0.0,0.0,4356.24,11261.01,No,False,
2020-09,baseline,0.6,2020-09-23,5,4,1,0,299.28,103560.29,0.0,0.0,4299.28,11560.29,No,False,
2020-09,baseline,0.6,2020-09-24,3,3,0,0,302.18,103862.47,0.0,0.0,4302.18,11862.47,No,False,
2020-09,baseline,0.6,2020-09-25,6,5,1,0,349.79,104212.26,0.0,0.0,4349.79,12212.26,No,False,
2020-09,baseline,0.6,2020-09-29,6,4,2,0,259.77,104472.03,0.0,0.0,4259.77,12472.03,No,False,
2020-09,baseline,0.6,2020-09-30,1,1,0,0,103.0,104575.03,0.0,0.0,4103.0,12575.03,No,False,
2020-09,cluster_only_3sl,0.6,2020-09-01,1,0,1,0,-21.68,99978.32,21.68,0.000217,3978.32,7978.32,No,False,
2020-09,cluster_only_3sl,0.6,2020-09-02,8,6,2,0,450.09,100428.41,0.0,0.0,4450.09,8428.41,No,False,
2020-09,cluster_only_3sl,0.6,2020-09-03,6,6,0,0,622.38,101050.78,0.0,0.0,4622.38,9050.78,No,False,
2020-09,cluster_only_3sl,0.6,2020-09-04,1,0,1,0,-78.23,100972.56,78.23,0.000782,3921.77,8972.56,No,False,
2020-09,cluster_only_3sl,0.6,2020-09-08,2,1,1,0,23.36,100995.92,54.87,0.000549,4023.36,8995.92,No,False,
2020-09,cluster_only_3sl,0.6,2020-09-09,4,4,0,0,326.84,101322.76,0.0,0.0,4326.84,9322.76,No,False,
2020-09,cluster_only_3sl,0.6,2020-09-10,4,4,0,0,400.32,101723.08,0.0,0.0,4400.32,9723.08,No,False,
2020-09,cluster_only_3sl,0.6,2020-09-11,7,5,2,0,469.24,102192.33,0.0,0.0,4469.24,10192.33,No,False,
2020-09,cluster_only_3sl,0.6,2020-09-15,1,1,0,0,104.44,102296.77,0.0,0.0,4104.44,10296.77,No,False,
2020-09,cluster_only_3sl,0.6,2020-09-16,1,1,0,0,70.52,102367.29,0.0,0.0,4070.52,10367.29,No,False,
2020-09,cluster_only_3sl,0.6,2020-09-17,7,6,1,0,458.24,102825.53,0.0,0.0,4458.24,10825.53,No,False,
2020-09,cluster_only_3sl,0.6,2020-09-18,2,1,1,0,79.23,102904.77,0.0,0.0,4079.23,10904.77,No,False,
2020-09,cluster_only_3sl,0.6,2020-09-22,8,6,2,0,356.24,103261.01,0.0,0.0,4356.24,11261.01,No,False,
2020-09,cluster_only_3sl,0.6,2020-09-23,5,4,1,0,299.28,103560.29,0.0,0.0,4299.28,11560.29,No,False,
2020-09,cluster_only_3sl,0.6,2020-09-24,3,3,0,0,302.18,103862.47,0.0,0.0,4302.18,11862.47,No,False,
2020-09,cluster_only_3sl,0.6,2020-09-25,6,5,1,0,349.79,104212.26,0.0,0.0,4349.79,12212.26,No,False,
2020-09,cluster_only_3sl,0.6,2020-09-29,6,4,2,0,259.77,104472.03,0.0,0.0,4259.77,12472.03,No,False,
2020-09,cluster_only_3sl,0.6,2020-09-30,1,1,0,0,103.0,104575.03,0.0,0.0,4103.0,12575.03,No,False,
2020-09,guardrails_completos,0.6,2020-09-01,1,0,1,0,-21.68,99978.32,21.68,0.000217,3978.32,7978.32,No,False,
2020-09,guardrails_completos,0.6,2020-09-02,8,6,2,0,450.09,100428.41,0.0,0.0,4450.09,8428.41,No,False,
2020-09,guardrails_completos,0.6,2020-09-03,6,6,0,0,622.38,101050.78,0.0,0.0,4622.38,9050.78,No,False,
2020-09,guardrails_completos,0.6,2020-09-04,1,0,1,0,-78.23,100972.56,78.23,0.000782,3921.77,8972.56,No,False,
2020-09,guardrails_completos,0.6,2020-09-08,2,1,1,0,23.36,100995.92,54.87,0.000549,4023.36,8995.92,No,False,
2020-09,guardrails_completos,0.6,2020-09-09,4,4,0,0,326.84,101322.76,0.0,0.0,4326.84,9322.76,No,False,
2020-09,guardrails_completos,0.6,2020-09-10,4,4,0,0,400.32,101723.08,0.0,0.0,4400.32,9723.08,No,False,
2020-09,guardrails_completos,0.6,2020-09-11,5,4,1,0,395.47,102118.55,0.0,0.0,4395.47,10118.55,No,False,
2020-09,guardrails_completos,0.6,2020-09-15,1,1,0,0,104.44,102222.99,0.0,0.0,4104.44,10222.99,No,False,
2020-09,guardrails_completos,0.6,2020-09-16,1,1,0,0,70.52,102293.51,0.0,0.0,4070.52,10293.51,No,False,
2020-09,guardrails_completos,0.6,2020-09-17,7,6,1,0,458.24,102751.76,0.0,0.0,4458.24,10751.76,No,False,
2020-09,guardrails_completos,0.6,2020-09-18,1,0,1,0,-28.87,102722.89,28.87,0.000289,3971.13,10722.89,No,False,
2020-09,guardrails_completos,0.6,2020-09-22,6,4,2,0,150.73,102873.62,0.0,0.0,4150.73,10873.62,No,True,cluster_2_consecutive_sl_block_180m
2020-09,guardrails_completos,0.6,2020-09-23,5,4,1,0,299.28,103172.89,0.0,0.0,4299.28,11172.89,No,False,
2020-09,guardrails_completos,0.6,2020-09-24,3,3,0,0,302.18,103475.08,0.0,0.0,4302.18,11475.08,No,False,
2020-09,guardrails_completos,0.6,2020-09-25,4,3,1,0,147.05,103622.13,0.0,0.0,4147.05,11622.13,No,False,
2020-09,guardrails_completos,0.6,2020-09-29,6,4,2,0,259.77,103881.9,0.0,0.0,4259.77,11881.9,No,False,
2020-09,guardrails_completos,0.6,2020-09-30,1,1,0,0,103.0,103984.9,0.0,0.0,4103.0,11984.9,No,False,
2021-08,baseline,0.6,2021-08-03,2,0,2,0,-80.59,99919.41,80.59,0.000806,3919.41,7919.41,No,False,
2021-08,baseline,0.6,2021-08-04,5,4,1,0,312.59,100232.0,0.0,0.0,4312.59,8232.0,No,False,
2021-08,baseline,0.6,2021-08-05,3,2,1,0,132.2,100364.2,0.0,0.0,4132.2,8364.2,No,False,
2021-08,baseline,0.6,2021-08-06,4,4,0,0,371.66,100735.86,0.0,0.0,4371.66,8735.86,No,False,
2021-08,baseline,0.6,2021-08-11,1,1,0,0,100.61,100836.47,0.0,0.0,4100.61,8836.47,No,False,
2021-08,baseline,0.6,2021-08-13,5,4,1,0,354.94,101191.41,0.0,0.0,4354.94,9191.41,No,False,
2021-08,baseline,0.6,2021-08-17,3,2,1,0,76.83,101268.24,0.0,0.0,4076.83,9268.24,No,False,
2021-08,baseline,0.6,2021-08-18,2,1,1,0,-19.35,101248.89,19.35,0.000194,3980.65,9248.89,No,False,
2021-08,baseline,0.6,2021-08-19,3,2,1,0,127.73,101376.62,0.0,0.0,4127.73,9376.62,No,False,
2021-08,baseline,0.6,2021-08-20,3,2,1,0,155.77,101532.4,0.0,0.0,4155.77,9532.4,No,False,
2021-08,baseline,0.6,2021-08-24,1,1,0,0,3.37,101535.77,0.0,0.0,4003.37,9535.77,No,False,
2021-08,baseline,0.6,2021-08-25,1,1,0,0,102.33,101638.09,0.0,0.0,4102.33,9638.09,No,False,
2021-08,baseline,0.6,2021-08-26,2,1,1,0,31.2,101669.29,0.0,0.0,4031.2,9669.29,No,False,
2021-08,baseline,0.6,2021-08-27,4,1,3,0,-56.56,101612.73,56.56,0.000566,3943.44,9612.73,No,False,
2021-08,baseline,0.6,2021-08-31,5,3,2,0,99.05,101711.78,0.0,0.0,4099.05,9711.78,No,False,
2021-08,cluster_only_3sl,0.6,2021-08-03,2,0,2,0,-80.59,99919.41,80.59,0.000806,3919.41,7919.41,No,False,
2021-08,cluster_only_3sl,0.6,2021-08-04,5,4,1,0,312.59,100232.0,0.0,0.0,4312.59,8232.0,No,False,
2021-08,cluster_only_3sl,0.6,2021-08-05,3,2,1,0,132.2,100364.2,0.0,0.0,4132.2,8364.2,No,False,
2021-08,cluster_only_3sl,0.6,2021-08-06,4,4,0,0,371.66,100735.86,0.0,0.0,4371.66,8735.86,No,False,
2021-08,cluster_only_3sl,0.6,2021-08-11,1,1,0,0,100.61,100836.47,0.0,0.0,4100.61,8836.47,No,False,
2021-08,cluster_only_3sl,0.6,2021-08-13,5,4,1,0,354.94,101191.41,0.0,0.0,4354.94,9191.41,No,False,
2021-08,cluster_only_3sl,0.6,2021-08-17,3,2,1,0,76.83,101268.24,0.0,0.0,4076.83,9268.24,No,False,
2021-08,cluster_only_3sl,0.6,2021-08-18,2,1,1,0,-19.35,101248.89,19.35,0.000194,3980.65,9248.89,No,False,
2021-08,cluster_only_3sl,0.6,2021-08-19,3,2,1,0,127.73,101376.62,0.0,0.0,4127.73,9376.62,No,False,
2021-08,cluster_only_3sl,0.6,2021-08-20,3,2,1,0,155.77,101532.4,0.0,0.0,4155.77,9532.4,No,False,
2021-08,cluster_only_3sl,0.6,2021-08-24,1,1,0,0,3.37,101535.77,0.0,0.0,4003.37,9535.77,No,False,
2021-08,cluster_only_3sl,0.6,2021-08-25,1,1,0,0,102.33,101638.09,0.0,0.0,4102.33,9638.09,No,False,
2021-08,cluster_only_3sl,0.6,2021-08-26,2,1,1,0,31.2,101669.29,0.0,0.0,4031.2,9669.29,No,False,
2021-08,cluster_only_3sl,0.6,2021-08-27,4,1,3,0,-56.56,101612.73,56.56,0.000566,3943.44,9612.73,No,False,
2021-08,cluster_only_3sl,0.6,2021-08-31,5,3,2,0,99.05,101711.78,0.0,0.0,4099.05,9711.78,No,False,
2021-08,guardrails_completos,0.6,2021-08-03,2,0,2,0,-80.59,99919.41,80.59,0.000806,3919.41,7919.41,No,False,
2021-08,guardrails_completos,0.6,2021-08-04,5,4,1,0,312.59,100232.0,0.0,0.0,4312.59,8232.0,No,False,
2021-08,guardrails_completos,0.6,2021-08-05,3,2,1,0,132.2,100364.2,0.0,0.0,4132.2,8364.2,No,False,
2021-08,guardrails_completos,0.6,2021-08-06,4,4,0,0,371.66,100735.86,0.0,0.0,4371.66,8735.86,No,False,
2021-08,guardrails_completos,0.6,2021-08-11,1,1,0,0,100.61,100836.47,0.0,0.0,4100.61,8836.47,No,False,
2021-08,guardrails_completos,0.6,2021-08-13,3,2,1,0,153.64,100990.11,0.0,0.0,4153.64,8990.11,No,False,
2021-08,guardrails_completos,0.6,2021-08-17,3,2,1,0,76.83,101066.94,0.0,0.0,4076.83,9066.94,No,False,
2021-08,guardrails_completos,0.6,2021-08-18,2,1,1,0,-19.35,101047.59,19.35,0.000194,3980.65,9047.59,No,False,
2021-08,guardrails_completos,0.6,2021-08-19,3,2,1,0,127.73,101175.32,0.0,0.0,4127.73,9175.32,No,False,
2021-08,guardrails_completos,0.6,2021-08-20,1,0,1,0,-53.24,101122.08,53.24,0.000532,3946.76,9122.08,No,False,
2021-08,guardrails_completos,0.6,2021-08-24,1,1,0,0,3.37,101125.45,49.87,0.000499,4003.37,9125.45,No,False,
2021-08,guardrails_completos,0.6,2021-08-25,1,1,0,0,102.33,101227.78,0.0,0.0,4102.33,9227.78,No,False,
2021-08,guardrails_completos,0.6,2021-08-26,2,1,1,0,31.2,101258.97,0.0,0.0,4031.2,9258.97,No,False,
2021-08,guardrails_completos,0.6,2021-08-27,2,1,1,0,26.7,101285.67,0.0,0.0,4026.7,9285.67,No,False,
2021-08,guardrails_completos,0.6,2021-08-31,5,3,2,0,99.05,101384.72,0.0,0.0,4099.05,9384.72,No,False,
2022-08,baseline,0.6,2022-08-02,8,6,2,0,467.52,100467.52,0.0,0.0,4467.52,8467.52,No,False,
2022-08,baseline,0.6,2022-08-03,7,7,0,0,720.55,101188.07,0.0,0.0,4720.55,9188.07,No,False,
2022-08,baseline,0.6,2022-08-04,2,1,1,0,61.2,101249.27,0.0,0.0,4061.2,9249.27,No,False,
2022-08,baseline,0.6,2022-08-05,3,3,0,0,247.03,101496.3,0.0,0.0,4247.03,9496.3,No,False,
2022-08,baseline,0.6,2022-08-09,5,5,0,0,434.78,101931.08,0.0,0.0,4434.78,9931.08,No,False,
2022-08,baseline,0.6,2022-08-10,2,1,1,0,61.28,101992.36,0.0,0.0,4061.28,9992.36,No,False,
2022-08,baseline,0.6,2022-08-11,2,2,0,0,200.88,102193.24,0.0,0.0,4200.88,10193.24,No,False,
2022-08,baseline,0.6,2022-08-12,5,4,1,0,331.9,102525.14,0.0,0.0,4331.9,10525.14,No,False,
2022-08,baseline,0.6,2022-08-16,6,5,1,0,436.39,102961.53,0.0,0.0,4436.39,10961.53,No,False,
2022-08,baseline,0.6,2022-08-17,8,6,2,0,457.1,103418.63,0.0,0.0,4457.1,11418.63,No,False,
2022-08,baseline,0.6,2022-08-19,2,1,1,0,26.04,103444.67,0.0,0.0,4026.04,11444.67,No,False,
2022-08,baseline,0.6,2022-08-23,7,3,4,0,9.93,103454.6,0.0,0.0,4009.93,11454.6,No,False,
2022-08,baseline,0.6,2022-08-24,11,5,6,0,70.65,103525.26,0.0,0.0,4070.65,11525.26,No,False,
2022-08,baseline,0.6,2022-08-25,12,7,5,0,335.28,103860.54,0.0,0.0,4335.28,11860.54,No,False,
2022-08,baseline,0.6,2022-08-26,2,2,0,0,209.73,104070.27,0.0,0.0,4209.73,12070.27,No,False,
2022-08,baseline,0.6,2022-08-31,7,7,0,0,719.0,104789.27,0.0,0.0,4719.0,12789.27,No,False,
2022-08,cluster_only_3sl,0.6,2022-08-02,8,6,2,0,467.52,100467.52,0.0,0.0,4467.52,8467.52,No,False,
2022-08,cluster_only_3sl,0.6,2022-08-03,7,7,0,0,720.55,101188.07,0.0,0.0,4720.55,9188.07,No,False,
2022-08,cluster_only_3sl,0.6,2022-08-04,2,1,1,0,61.2,101249.27,0.0,0.0,4061.2,9249.27,No,False,
2022-08,cluster_only_3sl,0.6,2022-08-05,3,3,0,0,247.03,101496.3,0.0,0.0,4247.03,9496.3,No,False,
2022-08,cluster_only_3sl,0.6,2022-08-09,5,5,0,0,434.78,101931.08,0.0,0.0,4434.78,9931.08,No,False,
