threshold,segment,rows,trades,coverage,trade_precision,avg_r,total_r,profit_factor,max_drawdown_r,buy_precision,sell_precision,macro_f1,prediction_distribution,target_distribution,confusion_matrix,low_sample
0.50,2023,59751,9612,0.160868,0.810133,1.515191,14564.02,11.209403,27.0,0.8082,0.812229,0.58617,"{""DO_NOTHING"": 50139, ""ENTER_BUY"": 5000, ""ENTER_SELL"": 4612}","{""DO_NOTHING"": 36672, ""ENTER_BUY"": 11540, ""ENTER_SELL"": 11539}","{""DO_NOTHING"": {""DO_NOTHING"": 34985, ""ENTER_BUY"": 902, ""ENTER_SELL"": 785}, ""ENTER_BUY"": {""DO_NOTHING"": 7418, ""ENTER_BUY"": 4041, ""ENTER_SELL"": 81}, ""ENTER_SELL"": {""DO_NOTHING"": 7736, ""ENTER_BUY"": 57, ""ENTER_SELL"": 3746}}",False
0.50,2024,59378,3660,0.061639,0.285792,0.105413,385.81,1.187423,193.23,0.264109,0.321121,0.344527,"{""DO_NOTHING"": 55718, ""ENTER_BUY"": 2268, ""ENTER_SELL"": 1392}","{""DO_NOTHING"": 42450, ""ENTER_BUY"": 8148, ""ENTER_SELL"": 8780}","{""DO_NOTHING"": {""DO_NOTHING"": 40773, ""ENTER_BUY"": 1081, ""ENTER_SELL"": 596}, ""ENTER_BUY"": {""DO_NOTHING"": 7200, ""ENTER_BUY"": 599, ""ENTER_SELL"": 349}, ""ENTER_SELL"": {""DO_NOTHING"": 7745, ""ENTER_BUY"": 588, ""ENTER_SELL"": 447}}",False
0.50,2025,58681,5032,0.085752,0.326113,0.104271,524.69,1.175655,292.51,0.374001,0.308071,0.315585,"{""DO_NOTHING"": 53649, ""ENTER_BUY"": 1377, ""ENTER_SELL"": 3655}","{""DO_NOTHING"": 34044, ""ENTER_BUY"": 12416, ""ENTER_SELL"": 12221}","{""DO_NOTHING"": {""DO_NOTHING"": 32018, ""ENTER_BUY"": 483, ""ENTER_SELL"": 1543}, ""ENTER_BUY"": {""DO_NOTHING"": 10915, ""ENTER_BUY"": 515, ""ENTER_SELL"": 986}, ""ENTER_SELL"": {""DO_NOTHING"": 10716, ""ENTER_BUY"": 379, ""ENTER_SELL"": 1126}}",False
0.50,2026,16310,1733,0.106254,0.305251,0.017848,30.93,1.02845,275.3,0.328125,0.302401,0.325363,"{""DO_NOTHING"": 14577, ""ENTER_BUY"": 192, ""ENTER_SELL"": 1541}","{""DO_NOTHING"": 9730, ""ENTER_BUY"": 3190, ""ENTER_SELL"": 3390}","{""DO_NOTHING"": {""DO_NOTHING"": 9113, ""ENTER_BUY"": 63, ""ENTER_SELL"": 554}, ""ENTER_BUY"": {""DO_NOTHING"": 2606, ""ENTER_BUY"": 63, ""ENTER_SELL"": 521}, ""ENTER_SELL"": {""DO_NOTHING"": 2858, ""ENTER_BUY"": 66, ""ENTER_SELL"": 466}}",False
0.60,2020,57774,2524,0.043687,0.919176,1.804945,4555.68,32.088304,12.0,0.922097,0.915896,0.362421,"{""DO_NOTHING"": 55250, ""ENTER_BUY"": 1335, ""ENTER_SELL"": 1189}","{""DO_NOTHING"": 33153, ""ENTER_BUY"": 12918, ""ENTER_SELL"": 11703}","{""DO_NOTHING"": {""DO_NOTHING"": 32956, ""ENTER_BUY"": 100, ""ENTER_SELL"": 97}, ""ENTER_BUY"": {""DO_NOTHING"": 11684, ""ENTER_BUY"": 1231, ""ENTER_SELL"": 3}, ""ENTER_SELL"": {""DO_NOTHING"": 10610, ""ENTER_BUY"": 4, ""ENTER_SELL"": 1089}}",False
0.60,2021,59739,5184,0.086777,0.90027,1.760772,9127.84,25.776309,12.0,0.933524,0.883396,0.524827,"{""DO_NOTHING"": 54555, ""ENTER_BUY"": 1745, ""ENTER_SELL"": 3439}","{""DO_NOTHING"": 40171, ""ENTER_BUY"": 9042, ""ENTER_SELL"": 10526}","{""DO_NOTHING"": {""DO_NOTHING"": 39660, ""ENTER_BUY"": 111, ""ENTER_SELL"": 400}, ""ENTER_BUY"": {""DO_NOTHING"": 7412, ""ENTER_BUY"": 1629, ""ENTER_SELL"": 1}, ""ENTER_SELL"": {""DO_NOTHING"": 7483, ""ENTER_BUY"": 5, ""ENTER_SELL"": 3038}}",False
0.60,2022,59868,4921,0.082198,0.892908,1.72493,8488.38,21.056661,18.0,0.886636,0.898962,0.396308,"{""DO_NOTHING"": 54947, ""ENTER_BUY"": 2417, ""ENTER_SELL"": 2504}","{""DO_NOTHING"": 29639, ""ENTER_BUY"": 14710, ""ENTER_SELL"": 15519}","{""DO_NOTHING"": {""DO_NOTHING"": 29135, ""ENTER_BUY"": 264, ""ENTER_SELL"": 240}, ""ENTER_BUY"": {""DO_NOTHING"": 12554, ""ENTER_BUY"": 2143, ""ENTER_SELL"": 13}, ""ENTER_SELL"": {""DO_NOTHING"": 13258, ""ENTER_BUY"": 10, ""ENTER_SELL"": 2251}}",False
0.60,2023,59751,2246,0.037589,0.932769,1.834648,4120.62,37.455985,7.0,0.934872,0.9303,0.368796,"{""DO_NOTHING"": 57505, ""ENTER_BUY"": 1213, ""ENTER_SELL"": 1033}","{""DO_NOTHING"": 36672, ""ENTER_BUY"": 11540, ""ENTER_SELL"": 11539}","{""DO_NOTHING"": {""DO_NOTHING"": 36525, ""ENTER_BUY"": 78, ""ENTER_SELL"": 69}, ""ENTER_BUY"": {""DO_NOTHING"": 10403, ""ENTER_BUY"": 1134, ""ENTER_SELL"": 3}, ""ENTER_SELL"": {""DO_NOTHING"": 10577, ""ENTER_BUY"": 1, ""ENTER_SELL"": 961}}",False
0.60,2024,59378,237,0.003991,0.417722,0.440844,104.48,1.957215,31.0,0.313869,0.56,0.285583,"{""DO_NOTHING"": 59141, ""ENTER_BUY"": 137, ""ENTER_SELL"": 100}","{""DO_NOTHING"": 42450, ""ENTER_BUY"": 8148, ""ENTER_SELL"": 8780}","{""DO_NOTHING"": {""DO_NOTHING"": 42351, ""ENTER_BUY"": 70, ""ENTER_SELL"": 29}, ""ENTER_BUY"": {""DO_NOTHING"": 8090, ""ENTER_BUY"": 43, ""ENTER_SELL"": 15}, ""ENTER_SELL"": {""DO_NOTHING"": 8700, ""ENTER_BUY"": 24, ""ENTER_SELL"": 56}}",False
0.60,2025,58681,243,0.004141,0.308642,0.130247,31.65,1.252151,54.02,0.232143,0.331551,0.248686,"{""DO_NOTHING"": 58438, ""ENTER_BUY"": 56, ""ENTER_SELL"": 187}","{""DO_NOTHING"": 34044, ""ENTER_BUY"": 12416, ""ENTER_SELL"": 12221}","{""DO_NOTHING"": {""DO_NOTHING"": 33940, ""ENTER_BUY"": 24, ""ENTER_SELL"": 80}, ""ENTER_BUY"": {""DO_NOTHING"": 12358, ""ENTER_BUY"": 13, ""ENTER_SELL"": 45}, ""ENTER_SELL"": {""DO_NOTHING"": 12140, ""ENTER_BUY"": 19, ""ENTER_SELL"": 62}}",False
0.60,2026,16310,190,0.011649,0.326316,-0.021053,-4.0,0.96875,34.0,0.0,0.338798,0.261033,"{""DO_NOTHING"": 16120, ""ENTER_BUY"": 7, ""ENTER_SELL"": 183}","{""DO_NOTHING"": 9730, ""ENTER_BUY"": 3190, ""ENTER_SELL"": 3390}","{""DO_NOTHING"": {""DO_NOTHING"": 9673, ""ENTER_BUY"": 7, ""ENTER_SELL"": 50}, ""ENTER_BUY"": {""DO_NOTHING"": 3119, ""ENTER_BUY"": 0, ""ENTER_SELL"": 71}, ""ENTER_SELL"": {""DO_NOTHING"": 3328, ""ENTER_BUY"": 0, ""ENTER_SELL"": 62}}",False
