threshold,segment,rows,trades,coverage,trade_precision,avg_r,total_r,profit_factor,max_drawdown_r,buy_precision,sell_precision,macro_f1,prediction_distribution,target_distribution,confusion_matrix,low_sample
0.40,"atr_(0.107, 0.679]",26976,10343,0.383415,0.282026,0.098566,1019.47,1.176909,455.59,0.269931,0.293094,0.454496,"{""DO_NOTHING"": 16633, ""ENTER_BUY"": 4942, ""ENTER_SELL"": 5401}","{""DO_NOTHING"": 18216, ""ENTER_BUY"": 3980, ""ENTER_SELL"": 4780}","{""DO_NOTHING"": {""DO_NOTHING"": 13129, ""ENTER_BUY"": 2382, ""ENTER_SELL"": 2705}, ""ENTER_BUY"": {""DO_NOTHING"": 1533, ""ENTER_BUY"": 1334, ""ENTER_SELL"": 1113}, ""ENTER_SELL"": {""DO_NOTHING"": 1971, ""ENTER_BUY"": 1226, ""ENTER_SELL"": 1583}}",False
0.40,"atr_(0.679, 0.838]",26885,9935,0.369537,0.254454,0.007695,76.45,1.013065,380.07,0.252344,0.255783,0.426911,"{""DO_NOTHING"": 16950, ""ENTER_BUY"": 3840, ""ENTER_SELL"": 6095}","{""DO_NOTHING"": 17912, ""ENTER_BUY"": 4525, ""ENTER_SELL"": 4448}","{""DO_NOTHING"": {""DO_NOTHING"": 13131, ""ENTER_BUY"": 1872, ""ENTER_SELL"": 2909}, ""ENTER_BUY"": {""DO_NOTHING"": 1929, ""ENTER_BUY"": 969, ""ENTER_SELL"": 1627}, ""ENTER_SELL"": {""DO_NOTHING"": 1890, ""ENTER_BUY"": 999, ""ENTER_SELL"": 1559}}",False
0.40,"atr_(0.838, 1.0]",80508,35528,0.441298,0.280961,0.034874,1238.99,1.058072,525.76,0.284561,0.27814,0.443653,"{""DO_NOTHING"": 44980, ""ENTER_BUY"": 15610, ""ENTER_SELL"": 19918}","{""DO_NOTHING"": 50096, ""ENTER_BUY"": 15249, ""ENTER_SELL"": 15163}","{""DO_NOTHING"": {""DO_NOTHING"": 34571, ""ENTER_BUY"": 6950, ""ENTER_SELL"": 8575}, ""ENTER_BUY"": {""DO_NOTHING"": 5004, ""ENTER_BUY"": 4442, ""ENTER_SELL"": 5803}, ""ENTER_SELL"": {""DO_NOTHING"": 5405, ""ENTER_BUY"": 4218, ""ENTER_SELL"": 5540}}",False
0.50,"atr_(0.107, 0.679]",26976,2409,0.089302,0.333748,0.226359,545.3,1.433283,228.1,0.255546,0.413591,0.361827,"{""DO_NOTHING"": 24567, ""ENTER_BUY"": 1217, ""ENTER_SELL"": 1192}","{""DO_NOTHING"": 18216, ""ENTER_BUY"": 3980, ""ENTER_SELL"": 4780}","{""DO_NOTHING"": {""DO_NOTHING"": 17128, ""ENTER_BUY"": 594, ""ENTER_SELL"": 494}, ""ENTER_BUY"": {""DO_NOTHING"": 3464, ""ENTER_BUY"": 311, ""ENTER_SELL"": 205}, ""ENTER_SELL"": {""DO_NOTHING"": 3975, ""ENTER_BUY"": 312, ""ENTER_SELL"": 493}}",False
0.50,"atr_(0.679, 0.838]",26885,1386,0.051553,0.32684,0.195945,271.58,1.366515,110.54,0.368039,0.309353,0.323277,"{""DO_NOTHING"": 25499, ""ENTER_BUY"": 413, ""ENTER_SELL"": 973}","{""DO_NOTHING"": 17912, ""ENTER_BUY"": 4525, ""ENTER_SELL"": 4448}","{""DO_NOTHING"": {""DO_NOTHING"": 17304, ""ENTER_BUY"": 159, ""ENTER_SELL"": 449}, ""ENTER_BUY"": {""DO_NOTHING"": 4150, ""ENTER_BUY"": 152, ""ENTER_SELL"": 223}, ""ENTER_SELL"": {""DO_NOTHING"": 4045, ""ENTER_BUY"": 102, ""ENTER_SELL"": 301}}",False
0.50,"atr_(0.838, 1.0]",80508,6630,0.082352,0.295475,0.018786,124.55,1.030134,286.48,0.323516,0.281483,0.324925,"{""DO_NOTHING"": 73878, ""ENTER_BUY"": 2207, ""ENTER_SELL"": 4423}","{""DO_NOTHING"": 50096, ""ENTER_BUY"": 15249, ""ENTER_SELL"": 15163}","{""DO_NOTHING"": {""DO_NOTHING"": 47472, ""ENTER_BUY"": 874, ""ENTER_SELL"": 1750}, ""ENTER_BUY"": {""DO_NOTHING"": 13107, ""ENTER_BUY"": 714, ""ENTER_SELL"": 1428}, ""ENTER_SELL"": {""DO_NOTHING"": 13299, ""ENTER_BUY"": 619, ""ENTER_SELL"": 1245}}",False
0.60,"atr_(0.107, 0.679]",26976,239,0.00886,0.355649,0.285523,68.24,1.587213,63.02,0.268817,0.410959,0.280937,"{""DO_NOTHING"": 26737, ""ENTER_BUY"": 93, ""ENTER_SELL"": 146}","{""DO_NOTHING"": 18216, ""ENTER_BUY"": 3980, ""ENTER_SELL"": 4780}","{""DO_NOTHING"": {""DO_NOTHING"": 18120, ""ENTER_BUY"": 43, ""ENTER_SELL"": 53}, ""ENTER_BUY"": {""DO_NOTHING"": 3922, ""ENTER_BUY"": 25, ""ENTER_SELL"": 33}, ""ENTER_SELL"": {""DO_NOTHING"": 4695, ""ENTER_BUY"": 25, ""ENTER_SELL"": 60}}",False
0.60,"atr_(0.679, 0.838]",26885,42,0.001562,0.214286,-0.357143,-15.0,0.545455,28.0,0.444444,0.151515,0.268073,"{""DO_NOTHING"": 26843, ""ENTER_BUY"": 9, ""ENTER_SELL"": 33}","{""DO_NOTHING"": 17912, ""ENTER_BUY"": 4525, ""ENTER_SELL"": 4448}","{""DO_NOTHING"": {""DO_NOTHING"": 17907, ""ENTER_BUY"": 5, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 4493, ""ENTER_BUY"": 4, ""ENTER_SELL"": 28}, ""ENTER_SELL"": {""DO_NOTHING"": 4443, ""ENTER_BUY"": 0, ""ENTER_SELL"": 5}}",True
0.60,"atr_(0.838, 1.0]",80508,389,0.004832,0.365039,0.202802,78.89,1.369577,42.38,0.27551,0.395189,0.261798,"{""DO_NOTHING"": 80119, ""ENTER_BUY"": 98, ""ENTER_SELL"": 291}","{""DO_NOTHING"": 50096, ""ENTER_BUY"": 15249, ""ENTER_SELL"": 15163}","{""DO_NOTHING"": {""DO_NOTHING"": 49937, ""ENTER_BUY"": 53, ""ENTER_SELL"": 106}, ""ENTER_BUY"": {""DO_NOTHING"": 15152, ""ENTER_BUY"": 27, ""ENTER_SELL"": 70}, ""ENTER_SELL"": {""DO_NOTHING"": 15030, ""ENTER_BUY"": 18, ""ENTER_SELL"": 115}}",False
