threshold,segment,rows,trades,coverage,trade_precision,avg_r,total_r,profit_factor,max_drawdown_r,buy_precision,sell_precision,macro_f1,prediction_distribution,target_distribution,confusion_matrix,low_sample
0.40,asia|h4_bullish|d1_range|align_neutral|atr_normal|d1pos_mid_high,336,1,0.002976,0.0,-1.0,-1.0,0.0,1.0,0.0,,0.265951,"{""DO_NOTHING"": 335, ""ENTER_BUY"": 1}","{""DO_NOTHING"": 224, ""ENTER_BUY"": 78, ""ENTER_SELL"": 34}","{""DO_NOTHING"": {""DO_NOTHING"": 223, ""ENTER_BUY"": 1, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 78, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 34, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.40,asia|h4_bullish|d1_range|align_neutral|atr_normal|d1pos_mid_low,155,6,0.03871,0.0,1.393333,8.36,,0.0,,0.0,0.319911,"{""DO_NOTHING"": 149, ""ENTER_SELL"": 6}","{""DO_NOTHING"": 149, ""ENTER_SELL"": 6}","{""DO_NOTHING"": {""DO_NOTHING"": 143, ""ENTER_BUY"": 0, ""ENTER_SELL"": 6}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 6, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.40,asia|h4_range|d1_bearish|align_aligned|atr_extended|d1pos_high,103,0,0.0,,,,,0.0,,,0.199546,"{""DO_NOTHING"": 103}","{""DO_NOTHING"": 44, ""ENTER_BUY"": 28, ""ENTER_SELL"": 31}","{""DO_NOTHING"": {""DO_NOTHING"": 44, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 28, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 31, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.40,asia|h4_range|d1_bearish|align_aligned|atr_extended|d1pos_low,1849,139,0.075176,0.381295,0.310791,43.2,1.638864,29.7,0.568627,0.272727,0.499124,"{""DO_NOTHING"": 1710, ""ENTER_BUY"": 51, ""ENTER_SELL"": 88}","{""DO_NOTHING"": 1516, ""ENTER_BUY"": 75, ""ENTER_SELL"": 258}","{""DO_NOTHING"": {""DO_NOTHING"": 1449, ""ENTER_BUY"": 17, ""ENTER_SELL"": 50}, ""ENTER_BUY"": {""DO_NOTHING"": 32, ""ENTER_BUY"": 29, ""ENTER_SELL"": 14}, ""ENTER_SELL"": {""DO_NOTHING"": 229, ""ENTER_BUY"": 5, ""ENTER_SELL"": 24}}",False
0.40,asia|h4_range|d1_bearish|align_aligned|atr_extended|d1pos_mid_high,507,0,0.0,,,,,0.0,,,0.323171,"{""DO_NOTHING"": 507}","{""DO_NOTHING"": 477, ""ENTER_SELL"": 30}","{""DO_NOTHING"": {""DO_NOTHING"": 477, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 30, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.40,asia|h4_range|d1_bearish|align_aligned|atr_extended|d1pos_mid_low,252,6,0.02381,0.0,-1.0,-6.0,0.0,6.0,0.0,0.0,0.321601,"{""DO_NOTHING"": 246, ""ENTER_BUY"": 1, ""ENTER_SELL"": 5}","{""DO_NOTHING"": 237, ""ENTER_BUY"": 9, ""ENTER_SELL"": 6}","{""DO_NOTHING"": {""DO_NOTHING"": 233, ""ENTER_BUY"": 0, ""ENTER_SELL"": 4}, ""ENTER_BUY"": {""DO_NOTHING"": 8, ""ENTER_BUY"": 0, ""ENTER_SELL"": 1}, ""ENTER_SELL"": {""DO_NOTHING"": 5, ""ENTER_BUY"": 1, ""ENTER_SELL"": 0}}",True
0.40,asia|h4_range|d1_bearish|align_aligned|atr_low|d1pos_low,48,0,0.0,,,,,0.0,,,0.333333,"{""DO_NOTHING"": 48}","{""DO_NOTHING"": 48}","{""DO_NOTHING"": {""DO_NOTHING"": 48, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.40,asia|h4_range|d1_bearish|align_aligned|atr_low|d1pos_mid_high,84,0,0.0,,,,,0.0,,,0.333333,"{""DO_NOTHING"": 84}","{""DO_NOTHING"": 84}","{""DO_NOTHING"": {""DO_NOTHING"": 84, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.40,asia|h4_range|d1_bearish|align_aligned|atr_low|d1pos_mid_low,84,0,0.0,,,,,0.0,,,0.333333,"{""DO_NOTHING"": 84}","{""DO_NOTHING"": 84}","{""DO_NOTHING"": {""DO_NOTHING"": 84, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.40,asia|h4_range|d1_bearish|align_aligned|atr_normal|d1pos_high,132,0,0.0,,,,,0.0,,,0.333333,"{""DO_NOTHING"": 132}","{""DO_NOTHING"": 132}","{""DO_NOTHING"": {""DO_NOTHING"": 132, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.40,asia|h4_range|d1_bearish|align_aligned|atr_normal|d1pos_low,990,0,0.0,,,,,0.0,,,0.315976,"{""DO_NOTHING"": 990}","{""DO_NOTHING"": 892, ""ENTER_BUY"": 56, ""ENTER_SELL"": 42}","{""DO_NOTHING"": {""DO_NOTHING"": 892, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 56, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 42, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.40,asia|h4_range|d1_bearish|align_aligned|atr_normal|d1pos_mid_high,954,5,0.005241,1.0,2.0,10.0,,0.0,,1.0,0.300632,"{""DO_NOTHING"": 949, ""ENTER_SELL"": 5}","{""DO_NOTHING"": 693, ""ENTER_BUY"": 93, ""ENTER_SELL"": 168}","{""DO_NOTHING"": {""DO_NOTHING"": 693, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 93, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 163, ""ENTER_BUY"": 0, ""ENTER_SELL"": 5}}",True
0.40,asia|h4_range|d1_bearish|align_aligned|atr_normal|d1pos_mid_low,258,0,0.0,,,,,0.0,,,0.287812,"{""DO_NOTHING"": 258}","{""DO_NOTHING"": 196, ""ENTER_BUY"": 54, ""ENTER_SELL"": 8}","{""DO_NOTHING"": {""DO_NOTHING"": 196, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 54, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 8, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.40,asia|h4_range|d1_bullish|align_aligned|atr_extended|d1pos_high,1708,354,0.20726,0.305085,0.035085,12.42,1.059873,71.84,0.327273,0.285714,0.468937,"{""DO_NOTHING"": 1354, ""ENTER_BUY"": 165, ""ENTER_SELL"": 189}","{""DO_NOTHING"": 1285, ""ENTER_BUY"": 205, ""ENTER_SELL"": 218}","{""DO_NOTHING"": {""DO_NOTHING"": 1121, ""ENTER_BUY"": 88, ""ENTER_SELL"": 76}, ""ENTER_BUY"": {""DO_NOTHING"": 92, ""ENTER_BUY"": 54, ""ENTER_SELL"": 59}, ""ENTER_SELL"": {""DO_NOTHING"": 141, ""ENTER_BUY"": 23, ""ENTER_SELL"": 54}}",False
0.40,asia|h4_range|d1_bullish|align_aligned|atr_extended|d1pos_low,107,36,0.336449,0.416667,0.25,9.0,1.428571,15.0,0.416667,,0.442647,"{""DO_NOTHING"": 71, ""ENTER_BUY"": 36}","{""DO_NOTHING"": 55, ""ENTER_BUY"": 17, ""ENTER_SELL"": 35}","{""DO_NOTHING"": {""DO_NOTHING"": 48, ""ENTER_BUY"": 7, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 2, ""ENTER_BUY"": 15, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 21, ""ENTER_BUY"": 14, ""ENTER_SELL"": 0}}",True
0.40,asia|h4_range|d1_bullish|align_aligned|atr_extended|d1pos_mid_high,692,94,0.135838,0.382979,0.402447,37.83,1.911786,37.77,0.098361,0.909091,0.48933,"{""DO_NOTHING"": 598, ""ENTER_BUY"": 61, ""ENTER_SELL"": 33}","{""DO_NOTHING"": 561, ""ENTER_BUY"": 39, ""ENTER_SELL"": 92}","{""DO_NOTHING"": {""DO_NOTHING"": 503, ""ENTER_BUY"": 55, ""ENTER_SELL"": 3}, ""ENTER_BUY"": {""DO_NOTHING"": 33, ""ENTER_BUY"": 6, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 62, ""ENTER_BUY"": 0, ""ENTER_SELL"": 30}}",True
0.40,asia|h4_range|d1_bullish|align_aligned|atr_extended|d1pos_mid_low,519,78,0.150289,0.0,-0.612949,-47.81,0.006649,47.81,0.0,,0.30226,"{""DO_NOTHING"": 441, ""ENTER_BUY"": 78}","{""DO_NOTHING"": 503, ""ENTER_BUY"": 5, ""ENTER_SELL"": 11}","{""DO_NOTHING"": {""DO_NOTHING"": 428, ""ENTER_BUY"": 75, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 5, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 8, ""ENTER_BUY"": 3, ""ENTER_SELL"": 0}}",True
0.40,asia|h4_range|d1_bullish|align_aligned|atr_low|d1pos_mid_high,48,0,0.0,,,,,0.0,,,0.202899,"{""DO_NOTHING"": 48}","{""DO_NOTHING"": 21, ""ENTER_BUY"": 27}","{""DO_NOTHING"": {""DO_NOTHING"": 21, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 27, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.40,asia|h4_range|d1_bullish|align_aligned|atr_low|d1pos_mid_low,84,0,0.0,,,,,0.0,,,0.333333,"{""DO_NOTHING"": 84}","{""DO_NOTHING"": 84}","{""DO_NOTHING"": {""DO_NOTHING"": 84, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.40,asia|h4_range|d1_bullish|align_aligned|atr_normal|d1pos_high,1157,12,0.010372,0.0,0.690833,8.29,,0.0,,0.0,0.305386,"{""DO_NOTHING"": 1145, ""ENTER_SELL"": 12}","{""DO_NOTHING"": 990, ""ENTER_BUY"": 68, ""ENTER_SELL"": 99}","{""DO_NOTHING"": {""DO_NOTHING"": 978, ""ENTER_BUY"": 0, ""ENTER_SELL"": 12}, ""ENTER_BUY"": {""DO_NOTHING"": 68, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 99, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.40,asia|h4_range|d1_bullish|align_aligned|atr_normal|d1pos_mid_high,674,0,0.0,,,,,0.0,,,0.304009,"{""DO_NOTHING"": 674}","{""DO_NOTHING"": 565, ""ENTER_BUY"": 29, ""ENTER_SELL"": 80}","{""DO_NOTHING"": {""DO_NOTHING"": 565, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 29, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 80, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.40,asia|h4_range|d1_bullish|align_aligned|atr_normal|d1pos_mid_low,253,0,0.0,,,,,0.0,,,0.267928,"{""DO_NOTHING"": 253}","{""DO_NOTHING"": 170, ""ENTER_BUY"": 50, ""ENTER_SELL"": 33}","{""DO_NOTHING"": {""DO_NOTHING"": 170, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 50, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 33, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.40,asia|h4_range|d1_range|align_neutral|atr_extended|d1pos_high,1959,317,0.161817,0.305994,0.051483,16.32,1.083363,82.0,0.27027,0.325243,0.465561,"{""DO_NOTHING"": 1642, ""ENTER_BUY"": 111, ""ENTER_SELL"": 206}","{""DO_NOTHING"": 1546, ""ENTER_BUY"": 186, ""ENTER_SELL"": 227}","{""DO_NOTHING"": {""DO_NOTHING"": 1411, ""ENTER_BUY"": 70, ""ENTER_SELL"": 65}, ""ENTER_BUY"": {""DO_NOTHING"": 82, ""ENTER_BUY"": 30, ""ENTER_SELL"": 74}, ""ENTER_SELL"": {""DO_NOTHING"": 149, ""ENTER_BUY"": 11, ""ENTER_SELL"": 67}}",False
0.40,asia|h4_range|d1_range|align_neutral|atr_extended|d1pos_low,2377,116,0.048801,0.37931,0.373621,43.34,1.771449,39.66,0.625,0.34,0.371535,"{""DO_NOTHING"": 2261, ""ENTER_BUY"": 16, ""ENTER_SELL"": 100}","{""DO_NOTHING"": 1831, ""ENTER_BUY"": 251, ""ENTER_SELL"": 295}","{""DO_NOTHING"": {""DO_NOTHING"": 1775, ""ENTER_BUY"": 6, ""ENTER_SELL"": 50}, ""ENTER_BUY"": {""DO_NOTHING"": 225, ""ENTER_BUY"": 10, ""ENTER_SELL"": 16}, ""ENTER_SELL"": {""DO_NOTHING"": 261, ""ENTER_BUY"": 0, ""ENTER_SELL"": 34}}",False
0.40,asia|h4_range|d1_range|align_neutral|atr_extended|d1pos_mid_high,2958,388,0.13117,0.360825,0.373866,145.06,1.77751,53.0,0.41637,0.214953,0.455481,"{""DO_NOTHING"": 2570, ""ENTER_BUY"": 281, ""ENTER_SELL"": 107}","{""DO_NOTHING"": 2332, ""ENTER_BUY"": 328, ""ENTER_SELL"": 298}","{""DO_NOTHING"": {""DO_NOTHING"": 2129, ""ENTER_BUY"": 150, ""ENTER_SELL"": 53}, ""ENTER_BUY"": {""DO_NOTHING"": 180, ""ENTER_BUY"": 117, ""ENTER_SELL"": 31}, ""ENTER_SELL"": {""DO_NOTHING"": 261, ""ENTER_BUY"": 14, ""ENTER_SELL"": 23}}",False
0.40,asia|h4_range|d1_range|align_neutral|atr_extended|d1pos_mid_low,2799,204,0.072883,0.45098,0.64951,132.5,2.674671,20.76,0.54918,0.304878,0.4817,"{""DO_NOTHING"": 2595, ""ENTER_BUY"": 122, ""ENTER_SELL"": 82}","{""DO_NOTHING"": 2338, ""ENTER_BUY"": 249, ""ENTER_SELL"": 212}","{""DO_NOTHING"": {""DO_NOTHING"": 2254, ""ENTER_BUY"": 36, ""ENTER_SELL"": 48}, ""ENTER_BUY"": {""DO_NOTHING"": 173, ""ENTER_BUY"": 67, ""ENTER_SELL"": 9}, ""ENTER_SELL"": {""DO_NOTHING"": 168, ""ENTER_BUY"": 19, ""ENTER_SELL"": 25}}",False
0.40,asia|h4_range|d1_range|align_neutral|atr_low|d1pos_high,279,3,0.010753,0.0,-1.0,-3.0,0.0,3.0,,0.0,0.287662,"{""DO_NOTHING"": 276, ""ENTER_SELL"": 3}","{""DO_NOTHING"": 213, ""ENTER_BUY"": 1, ""ENTER_SELL"": 65}","{""DO_NOTHING"": {""DO_NOTHING"": 211, ""ENTER_BUY"": 0, ""ENTER_SELL"": 2}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 1}, ""ENTER_SELL"": {""DO_NOTHING"": 65, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.40,asia|h4_range|d1_range|align_neutral|atr_low|d1pos_low,328,19,0.057927,0.0,-0.301579,-5.73,0.307134,6.28,0.0,,0.301614,"{""DO_NOTHING"": 309, ""ENTER_BUY"": 19}","{""DO_NOTHING"": 290, ""ENTER_BUY"": 35, ""ENTER_SELL"": 3}","{""DO_NOTHING"": {""DO_NOTHING"": 271, ""ENTER_BUY"": 19, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 35, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 3, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.40,asia|h4_range|d1_range|align_neutral|atr_low|d1pos_mid_high,146,22,0.150685,0.0,-0.060909,-1.34,0.835583,8.13,0.0,0.0,0.221169,"{""DO_NOTHING"": 124, ""ENTER_BUY"": 6, ""ENTER_SELL"": 16}","{""DO_NOTHING"": 87, ""ENTER_BUY"": 52, ""ENTER_SELL"": 7}","{""DO_NOTHING"": {""DO_NOTHING"": 70, ""ENTER_BUY"": 6, ""ENTER_SELL"": 11}, ""ENTER_BUY"": {""DO_NOTHING"": 47, ""ENTER_BUY"": 0, ""ENTER_SELL"": 5}, ""ENTER_SELL"": {""DO_NOTHING"": 7, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.40,asia|h4_range|d1_range|align_neutral|atr_low|d1pos_mid_low,178,48,0.269663,0.416667,1.262708,60.61,16.1525,2.0,0.416667,,0.451015,"{""DO_NOTHING"": 130, ""ENTER_BUY"": 48}","{""DO_NOTHING"": 144, ""ENTER_BUY"": 31, ""ENTER_SELL"": 3}","{""DO_NOTHING"": {""DO_NOTHING"": 116, ""ENTER_BUY"": 28, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 11, ""ENTER_BUY"": 20, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 3, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.40,asia|h4_range|d1_range|align_neutral|atr_normal|d1pos_high,2147,15,0.006986,0.0,-0.876667,-13.15,0.0,13.15,0.0,,0.29421,"{""DO_NOTHING"": 2132, ""ENTER_BUY"": 15}","{""DO_NOTHING"": 1702, ""ENTER_BUY"": 173, ""ENTER_SELL"": 272}","{""DO_NOTHING"": {""DO_NOTHING"": 1692, ""ENTER_BUY"": 10, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 173, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 267, ""ENTER_BUY"": 5, ""ENTER_SELL"": 0}}",True
0.40,asia|h4_range|d1_range|align_neutral|atr_normal|d1pos_low,1515,15,0.009901,0.133333,-0.6,-9.0,0.307692,9.0,0.133333,,0.325838,"{""DO_NOTHING"": 1500, ""ENTER_BUY"": 15}","{""DO_NOTHING"": 1319, ""ENTER_BUY"": 72, ""ENTER_SELL"": 124}","{""DO_NOTHING"": {""DO_NOTHING"": 1313, ""ENTER_BUY"": 6, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 70, ""ENTER_BUY"": 2, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 117, ""ENTER_BUY"": 7, ""ENTER_SELL"": 0}}",True
0.40,asia|h4_range|d1_range|align_neutral|atr_normal|d1pos_mid_high,1624,53,0.032635,0.301887,-0.013774,-0.73,0.978228,31.73,0.291667,0.310345,0.366959,"{""DO_NOTHING"": 1571, ""ENTER_BUY"": 24, ""ENTER_SELL"": 29}","{""DO_NOTHING"": 1345, ""ENTER_BUY"": 101, ""ENTER_SELL"": 178}","{""DO_NOTHING"": {""DO_NOTHING"": 1315, ""ENTER_BUY"": 10, ""ENTER_SELL"": 20}, ""ENTER_BUY"": {""DO_NOTHING"": 94, ""ENTER_BUY"": 7, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 162, ""ENTER_BUY"": 7, ""ENTER_SELL"": 9}}",True
0.40,asia|h4_range|d1_range|align_neutral|atr_normal|d1pos_mid_low,2058,45,0.021866,0.044444,-0.700889,-31.54,0.17,31.54,0.08,0.0,0.311243,"{""DO_NOTHING"": 2013, ""ENTER_BUY"": 25, ""ENTER_SELL"": 20}","{""DO_NOTHING"": 1717, ""ENTER_BUY"": 143, ""ENTER_SELL"": 198}","{""DO_NOTHING"": {""DO_NOTHING"": 1697, ""ENTER_BUY"": 3, ""ENTER_SELL"": 17}, ""ENTER_BUY"": {""DO_NOTHING"": 138, ""ENTER_BUY"": 2, ""ENTER_SELL"": 3}, ""ENTER_SELL"": {""DO_NOTHING"": 178, ""ENTER_BUY"": 20, ""ENTER_SELL"": 0}}",True
0.40,inactive|h4_bearish|d1_bearish|align_aligned|atr_extended|d1pos_low,157,51,0.324841,0.431373,0.393922,20.09,1.772395,26.01,0.0,0.458333,0.439216,"{""DO_NOTHING"": 106, ""ENTER_BUY"": 3, ""ENTER_SELL"": 48}","{""DO_NOTHING"": 119, ""ENTER_BUY"": 1, ""ENTER_SELL"": 37}","{""DO_NOTHING"": {""DO_NOTHING"": 90, ""ENTER_BUY"": 3, ""ENTER_SELL"": 26}, ""ENTER_BUY"": {""DO_NOTHING"": 1, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 15, ""ENTER_BUY"": 0, ""ENTER_SELL"": 22}}",True
0.40,inactive|h4_bearish|d1_bearish|align_aligned|atr_extended|d1pos_mid_high,24,23,0.958333,0.826087,1.864783,42.89,,0.0,0.826087,,0.294574,"{""DO_NOTHING"": 1, ""ENTER_BUY"": 23}","{""DO_NOTHING"": 4, ""ENTER_BUY"": 20}","{""DO_NOTHING"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 4, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 1, ""ENTER_BUY"": 19, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.40,inactive|h4_bearish|d1_bearish|align_aligned|atr_extended|d1pos_mid_low,24,0,0.0,,,,,0.0,,,0.333333,"{""DO_NOTHING"": 24}","{""DO_NOTHING"": 24}","{""DO_NOTHING"": {""DO_NOTHING"": 24, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.40,inactive|h4_bearish|d1_bearish|align_aligned|atr_low|d1pos_mid_low,24,0,0.0,,,,,0.0,,,0.333333,"{""DO_NOTHING"": 24}","{""DO_NOTHING"": 24}","{""DO_NOTHING"": {""DO_NOTHING"": 24, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.40,inactive|h4_bearish|d1_bearish|align_aligned|atr_normal|d1pos_low,48,0,0.0,,,,,0.0,,,0.333333,"{""DO_NOTHING"": 48}","{""DO_NOTHING"": 48}","{""DO_NOTHING"": {""DO_NOTHING"": 48, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.40,inactive|h4_bearish|d1_bearish|align_aligned|atr_normal|d1pos_mid_high,48,0,0.0,,,,,0.0,,,0.25641,"{""DO_NOTHING"": 48}","{""DO_NOTHING"": 30, ""ENTER_BUY"": 7, ""ENTER_SELL"": 11}","{""DO_NOTHING"": {""DO_NOTHING"": 30, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 7, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 11, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.40,inactive|h4_bearish|d1_bullish|align_neutral|atr_extended|d1pos_high,48,0,0.0,,,,,0.0,,,0.333333,"{""DO_NOTHING"": 48}","{""DO_NOTHING"": 48}","{""DO_NOTHING"": {""DO_NOTHING"": 48, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.40,inactive|h4_bearish|d1_bullish|align_neutral|atr_extended|d1pos_mid_high,67,41,0.61194,0.121951,-0.634146,-26.0,0.277778,28.0,0.333333,0.034483,0.346643,"{""DO_NOTHING"": 26, ""ENTER_BUY"": 12, ""ENTER_SELL"": 29}","{""DO_NOTHING"": 36, ""ENTER_BUY"": 27, ""ENTER_SELL"": 4}","{""DO_NOTHING"": {""DO_NOTHING"": 24, ""ENTER_BUY"": 5, ""ENTER_SELL"": 7}, ""ENTER_BUY"": {""DO_NOTHING"": 2, ""ENTER_BUY"": 4, ""ENTER_SELL"": 21}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 3, ""ENTER_SELL"": 1}}",True
0.40,inactive|h4_bearish|d1_bullish|align_neutral|atr_extended|d1pos_mid_low,29,29,1.0,0.172414,-0.482759,-14.0,0.416667,24.0,1.0,0.0,0.114943,"{""ENTER_BUY"": 5, ""ENTER_SELL"": 24}","{""DO_NOTHING"": 5, ""ENTER_BUY"": 24}","{""DO_NOTHING"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 5}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 5, ""ENTER_SELL"": 19}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
