threshold,segment,rows,trades,coverage,trade_precision,avg_r,total_r,profit_factor,max_drawdown_r,buy_precision,sell_precision,macro_f1,prediction_distribution,target_distribution,confusion_matrix,low_sample
0.60,21,5602,39,0.006962,0.25641,-0.218205,-8.51,0.701508,26.0,0.222222,0.333333,0.288719,"{""DO_NOTHING"": 5563, ""ENTER_BUY"": 27, ""ENTER_SELL"": 12}","{""DO_NOTHING"": 4051, ""ENTER_BUY"": 748, ""ENTER_SELL"": 803}","{""DO_NOTHING"": {""DO_NOTHING"": 4042, ""ENTER_BUY"": 8, ""ENTER_SELL"": 1}, ""ENTER_BUY"": {""DO_NOTHING"": 735, ""ENTER_BUY"": 6, ""ENTER_SELL"": 7}, ""ENTER_SELL"": {""DO_NOTHING"": 786, ""ENTER_BUY"": 13, ""ENTER_SELL"": 4}}",True
0.60,22,5590,59,0.010555,0.050847,-0.640678,-37.8,0.170143,37.8,0.0,0.053571,0.286907,"{""DO_NOTHING"": 5531, ""ENTER_BUY"": 3, ""ENTER_SELL"": 56}","{""DO_NOTHING"": 4145, ""ENTER_BUY"": 720, ""ENTER_SELL"": 725}","{""DO_NOTHING"": {""DO_NOTHING"": 4127, ""ENTER_BUY"": 0, ""ENTER_SELL"": 18}, ""ENTER_BUY"": {""DO_NOTHING"": 685, ""ENTER_BUY"": 0, ""ENTER_SELL"": 35}, ""ENTER_SELL"": {""DO_NOTHING"": 719, ""ENTER_BUY"": 3, ""ENTER_SELL"": 3}}",True
0.60,23,5458,55,0.010077,0.090909,-0.599636,-32.98,0.264824,36.98,0.0,0.116279,0.290167,"{""DO_NOTHING"": 5403, ""ENTER_BUY"": 12, ""ENTER_SELL"": 43}","{""DO_NOTHING"": 4060, ""ENTER_BUY"": 753, ""ENTER_SELL"": 645}","{""DO_NOTHING"": {""DO_NOTHING"": 4050, ""ENTER_BUY"": 3, ""ENTER_SELL"": 7}, ""ENTER_BUY"": {""DO_NOTHING"": 722, ""ENTER_BUY"": 0, ""ENTER_SELL"": 31}, ""ENTER_SELL"": {""DO_NOTHING"": 631, ""ENTER_BUY"": 9, ""ENTER_SELL"": 5}}",True
0.60,3,5582,19,0.003404,0.052632,-0.842105,-16.0,0.111111,16.0,,0.052632,0.302281,"{""DO_NOTHING"": 5563, ""ENTER_SELL"": 19}","{""DO_NOTHING"": 4599, ""ENTER_BUY"": 427, ""ENTER_SELL"": 556}","{""DO_NOTHING"": {""DO_NOTHING"": 4590, ""ENTER_BUY"": 0, ""ENTER_SELL"": 9}, ""ENTER_BUY"": {""DO_NOTHING"": 418, ""ENTER_BUY"": 0, ""ENTER_SELL"": 9}, ""ENTER_SELL"": {""DO_NOTHING"": 555, ""ENTER_BUY"": 0, ""ENTER_SELL"": 1}}",True
0.60,4,5592,0,0.0,,,,,0.0,,,0.306786,"{""DO_NOTHING"": 5592}","{""DO_NOTHING"": 4767, ""ENTER_BUY"": 360, ""ENTER_SELL"": 465}","{""DO_NOTHING"": {""DO_NOTHING"": 4767, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 360, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 465, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,5,5587,5,0.000895,0.0,-1.0,-5.0,0.0,5.0,,0.0,0.297924,"{""DO_NOTHING"": 5582, ""ENTER_SELL"": 5}","{""DO_NOTHING"": 4519, ""ENTER_BUY"": 499, ""ENTER_SELL"": 569}","{""DO_NOTHING"": {""DO_NOTHING"": 4514, ""ENTER_BUY"": 0, ""ENTER_SELL"": 5}, ""ENTER_BUY"": {""DO_NOTHING"": 499, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 569, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,6,5592,5,0.000894,0.2,-0.4,-2.0,0.5,4.0,1.0,0.0,0.275608,"{""DO_NOTHING"": 5587, ""ENTER_BUY"": 1, ""ENTER_SELL"": 4}","{""DO_NOTHING"": 3923, ""ENTER_BUY"": 757, ""ENTER_SELL"": 912}","{""DO_NOTHING"": {""DO_NOTHING"": 3919, ""ENTER_BUY"": 0, ""ENTER_SELL"": 4}, ""ENTER_BUY"": {""DO_NOTHING"": 756, ""ENTER_BUY"": 1, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 912, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.60,7,5593,2,0.000358,1.0,2.0,4.0,,0.0,,1.0,0.252474,"{""DO_NOTHING"": 5591, ""ENTER_SELL"": 2}","{""DO_NOTHING"": 3383, ""ENTER_BUY"": 1058, ""ENTER_SELL"": 1152}","{""DO_NOTHING"": {""DO_NOTHING"": 3383, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 1058, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 1150, ""ENTER_BUY"": 0, ""ENTER_SELL"": 2}}",True
0.60,8,5604,24,0.004283,0.083333,-0.75,-18.0,0.181818,22.0,0.166667,0.0,0.236647,"{""DO_NOTHING"": 5580, ""ENTER_BUY"": 12, ""ENTER_SELL"": 12}","{""DO_NOTHING"": 3074, ""ENTER_BUY"": 1328, ""ENTER_SELL"": 1202}","{""DO_NOTHING"": {""DO_NOTHING"": 3059, ""ENTER_BUY"": 8, ""ENTER_SELL"": 7}, ""ENTER_BUY"": {""DO_NOTHING"": 1321, ""ENTER_BUY"": 2, ""ENTER_SELL"": 5}, ""ENTER_SELL"": {""DO_NOTHING"": 1200, ""ENTER_BUY"": 2, ""ENTER_SELL"": 0}}",True
0.60,9,5604,18,0.003212,0.222222,-0.333333,-6.0,0.571429,14.0,0.0,0.444444,0.237425,"{""DO_NOTHING"": 5586, ""ENTER_BUY"": 9, ""ENTER_SELL"": 9}","{""DO_NOTHING"": 3056, ""ENTER_BUY"": 1264, ""ENTER_SELL"": 1284}","{""DO_NOTHING"": {""DO_NOTHING"": 3051, ""ENTER_BUY"": 2, ""ENTER_SELL"": 3}, ""ENTER_BUY"": {""DO_NOTHING"": 1262, ""ENTER_BUY"": 0, ""ENTER_SELL"": 2}, ""ENTER_SELL"": {""DO_NOTHING"": 1273, ""ENTER_BUY"": 7, ""ENTER_SELL"": 4}}",True
