target,recent_range,ema_200,anchor_low,current_price,anchor_close
BUY,0.004415116071428572,1.1722998303571428,1.170907892857143,1.1711590535714285,1.1711591339285714
NEUTRAL,0.0032740619528619525,1.174003150841751,1.1731221548821549,1.173295882828283,1.173295367003367
SELL,0.004138880471380471,1.1735872180134679,1.1723705808080807,1.172632622053872,1.1726349537037035
