label,precision,recall,f1,support
SELL,0.2810670136629798,0.7170124481327801,0.4038326711848563,1205
NEUTRAL,0.5778611632270169,0.1319622964867181,0.21485873735612138,2334
BUY,0.26290706910246225,0.24943481537302187,0.2559938128383604,1327
