version,target_name,feature_variant,model_name,dataset_path,dataset_rows,feature_count,accuracy,precision_macro,recall_macro,f1_macro,walk_forward_f1_mean,walk_forward_f1_std
Baltasar v1.2,h12_t03,compact,baseline_tree,C:\Users\Asus\AppData\Roaming\MetaQuotes\Terminal\Common\Files\MAGI\datasets\bot_a_sub1\run_2024-04-15_00-00-00,148539,16,0.4253736367308469,0.39538374209326665,0.40013981858247744,0.39063854424668604,0.37922349816852013,0.014438466256030551
Baltasar v1.2,h12_t03,compact,random_forest,C:\Users\Asus\AppData\Roaming\MetaQuotes\Terminal\Common\Files\MAGI\datasets\bot_a_sub1\run_2024-04-15_00-00-00,148539,16,0.4196176114177999,0.4012726223509632,0.4027749476065649,0.4014176766864503,0.38649954463727276,0.011886453267590722
