run_id,model_name,accuracy,precision_macro,recall_macro,f1_macro
20260422T234948Z,baseline_tree,1.0,1.0,1.0,1.0
20260422T234948Z,random_forest,1.0,1.0,1.0,1.0
20260422T235032Z,baseline_tree,0.22272447092664885,0.3921208843377486,0.39139595563791,0.22155622055646743
20260422T235032Z,random_forest,0.22498459009656874,0.36640645354455703,0.37500570830246277,0.21912495593142525
