label,precision,recall,f1,support
SELL,0.3210080941869021,0.20009173259947255,0.2465211556120647,8721
NEUTRAL,0.4968727368490355,0.6249068477270845,0.5535832171935744,12077
BUY,0.3682703952438622,0.37542087542087543,0.37181125993441894,8910
