label,precision,recall,f1,support
SELL,0.3307841866493843,0.2926269923173948,0.31053784375760524,8721
NEUTRAL,0.517593380249014,0.554193922331705,0.5352687140115163,12077
BUY,0.3554403001544913,0.36150392817059485,0.35844647229022925,8910
