label,precision,recall,f1,support
SELL,0.13612420293873026,0.8307952622673435,0.23392091472129586,591
NEUTRAL,0.8257575757575758,0.12226584408300617,0.21299462628236443,3566
BUY,0.21448087431693988,0.2211267605633803,0.217753120665742,710
