label,precision,recall,f1,support
SELL,0.2812197483059051,0.4821576763485477,0.3552430449403852,1205
NEUTRAL,0.6116035455278002,0.32519280205655526,0.4246153846153846,2334
BUY,0.35728030788967285,0.41974378296910325,0.386001386001386,1327
