target_name,horizon_steps,threshold,rows,sell_share,neutral_share,buy_share,imbalance_ratio,accuracy,f1_macro,precision_macro,recall_macro,walk_forward_f1_mean,walk_forward_f1_std,walk_forward_accuracy_mean,sell_precision,sell_recall,sell_f1,neutral_precision,neutral_recall,neutral_f1,buy_precision,buy_recall,buy_f1,balance_score,stability_score,f1_macro_norm,balance_score_norm,stability_score_norm,walk_forward_f1_mean_norm,candidate_score
h18_t05,18,0.0005,24327,0.2545731080692235,0.49484112303202205,0.25058576889875445,1.9747375328083991,0.38224414303329224,0.36315219414309435,0.3916542653643369,0.38859839806250185,0.28709897852847965,0.0315098623184986,0.3322920092074975,0.28897180762852404,0.5784232365145229,0.38540226707215924,0.5235571260306242,0.3808911739502999,0.4409722222222222,0.36243386243386244,0.20648078372268275,0.2630820931349016,0.5063964113640139,0.9694526795432913,1.0,0.5446979728213561,0.8334323608882669,0.6943627205948557,0.8217674820684736
h12_t05,12,0.0005,24333,0.21226318168742037,0.5772818805737064,0.21045493773887314,2.743018941612966,0.35401684816108486,0.3425995474222307,0.37470973831732807,0.37930183158156766,0.31990844855131223,0.025906990062140377,0.3270305820453798,0.23749456285341453,0.5316455696202531,0.32832230907997595,0.603988603988604,0.3111926605504587,0.4107532090094454,0.28264604810996563,0.295067264573991,0.28872312417727075,0.36456182814835913,0.9747472331185001,0.8748133168231563,0.3649751254178887,0.9307709229752934,1.0,0.7358512609396103
h18_t04,18,0.0004,24327,0.29354215480741563,0.41714966909195544,0.2893081761006289,1.4418868996874112,0.35347307850390464,0.30502529319097366,0.36933091884544883,0.34389962967940974,0.2852328155364921,0.03234460721370283,0.36550476816836563,0.37083333333333335,0.06366237482117311,0.10866910866910867,0.43252595155709345,0.3814852492370295,0.40540540540540543,0.30463347164591975,0.5865512649800266,0.4010013654984069,0.6935356720536066,0.9686687885152993,0.6459475982644084,0.7818277336285298,0.819020791638133,0.6769784416229396,0.7299799372170759
