label,precision,recall,f1,support
SELL,0.28897180762852404,0.5784232365145229,0.38540226707215924,1205
NEUTRAL,0.5235571260306242,0.3808911739502999,0.4409722222222222,2334
BUY,0.36243386243386244,0.20648078372268275,0.2630820931349016,1327
